00VD               20071108                                                                                   
0601VDB6+       20080101001510100000005000 0600018121201200   
0601VDB6+       20080101001515100000005000 0600018226601203   
0601VDB6+       20080101001520100000005000 0600018347601207   
0601VDB6+       20080101001525100000005000 0600018438401209   
0601VDB6+       20080101001530100000005000 0600018544801212   
0601VDB6+       20080101001535100000005000 0600018666801216   
0601VDB6+       20080101001540100000005000 0600018773801219   
0601VDB6+       20080101001545100000005000 0600018881101222   
0601VDB6+       20080101001550100000005000 0600019004201226   
0601VDB6+       20080101001555100000005000 0600019127701230   
0601VDB6+       20080101001560100000005000 0600019236001233   
0601VDB6+       20080101001565100000005000 0600019360201237   
0601VDB6+       20080101001570100000005000 0600019469201240   
0601VDB6+       20080101001575100000005000 0600019578401243   
0601VDB6+       20080101001580100000005000 0600019688001246   
0601VDB6+       20080101001585100000005000 0600019797801249   
0601VDB6+       20080101001590100000005000 0600019923901253   
0601VDB6+       20080101001595100000005000 0600020018501255   
0601VDB6+       20080101001600100000005000 0600020145201259   
0601VDB6+       20080101001605100000005000 0600020272401263   
0601VDB6+       20080101001610100000005000 0600020383801266   
0601VDB6+       20080101001615100000005000 0600020495601269   
0601VDB6+       20080101001620100000005000 0600020623801273   
0601VDB6+       20080101001625100000005000 0600020720001275   
0601VDB6+       20080101001630100000005000 0600020848901279   
0601VDB6+       20080101001635100000005000 0600020961901282   
0601VDB6+       20080101001640100000005000 0600021075201285   
0601VDB6+       20080101001645100000005000 0600021221701290   
0601VDB6+       20080101001650100000005000 0600021335701293   
0601VDB6+       20080101001655100000005000 0600021433501295   
0601VDB6+       20080101001660100000005000 0600021564601299   
0601VDB6+       20080101001665100000005000 0600021679601302   
0601VDB6+       20080101001670100000005000 0600021811501306   
0601VDB6+       20080101001675100000005000 0600021927001309   
0601VDB6+       20080101001680100000005000 0600022026101311   
0601VDB6+       20080101001685100000005000 0600022175901316   
0601VDB6+       20080101001690100000005000 0600022292401319   
0601VDB6+       20080101001695100000005000 0600022409201322   
0601VDB6+       20080101001700100000005000 0600022543301326   
0601VDB6+       20080101001705100000005000 0600022660701329   
0601VDB6+       20080101001710100000005000 0600022778501332   
0601VDB6+       20080101001715100000005000 0600022913701336   
0601VDB6+       20080101001720100000005000 0600023014901338   
0601VDB6+       20080101001725100000005000 0600023168001343   
0601VDB6+       20080101001730100000005000 0600023287101346   
0601VDB6+       20080101001735100000005000 0600023406401349   
0601VDB6+       20080101001740100000005000 0600023543501353   
0601VDB6+       20080101001745100000005000 0600023663501356   
0601VDB6+       20080101001750100000005000 0600023783801359   
0601VDB6+       20080101001755100000005000 0600023922001363   
0601VDB6+       20080101001760100000005000 0600024042901366   
0601VDB6+       20080101001765100000005000 0600024164201369   
0601VDB6+       20080101001770100000005000 0600024321101374   
0601VDB6+       20080101001775100000005000 0600024443101377   
0601VDB6+       20080101001780100000005000 0600024600901382   
0601VDB6+       20080101001785100000005000 0600024723601385   
0601VDB6+       20080101001790100000005000 0600024846501388   
0601VDB6+       20080101001795100000005000 0600025005701393   
0601VDB6+       20080101001800100000005000 0600025129301396   
0601VDB6+       20080101001805100000005000 0600025271401400   
0601VDB6+       20080101001810100000005000 0600025431901405   
0601VDB6+       20080101001815100000005000 0600025574701409   
0601VDB6+       20080101001820100000005000 0600025718001413   
0601VDB6+       20080101001825100000005000 0600025843401416   
0601VDB6+       20080101001830100000005000 0600025987401420   
0601VDB6+       20080101001835100000005000 0600026131801424   
0601VDB6+       20080101001840100000005000 0600026258201427   
0601VDB6+       20080101001845100000005000 0600026403301431   
0601VDB6+       20080101001850100000005000 0600026585901437   
0601VDB6+       20080101001855100000005000 0600026731901441   
0601VDB6+       20080101001860100000005000 0600026859801444   
0601VDB6+       20080101001865100000005000 0600027025201449   
0601VDB6+       20080101001870100000005000 0600027172501453   
0601VDB6+       20080101001875100000005000 0600027338901458   
0601VDB6+       20080101001880100000005000 0600027468201461   
0601VDB6+       20080101001885100000005000 0600027616701465   
0601VDB6+       20080101001890100000005000 0600027803301471   
0601VDB6+       20080101001895100000005000 0600027933701474   
0601VDB6+       20080101001900100000005000 0600028083401478   
0601VDB6+       20080101001905100000005000 0600028233501482   
0601VDB6+       20080101001910100000005000 0600028384001486   
0601VDB6+       20080101001915100000005000 0600028534901490   
0601VDB6+       20080101001920100000005000 0600028686201494   
0601VDB6+       20080101001925100000005000 0600028818701497   
0601VDB6+       20080101001930100000005000 0600028990101502   
0601VDB6+       20080101001935100000005000 0600029142601506   
0601VDB6+       20080101001940100000005000 0600029295501510   
0601VDB6+       20080101001945100000005000 0600029448801514   
0601VDB6+       20080101001950100000005000 0600029602501518   
0601VDB6+       20080101001955100000005000 0600029737001521   
0601VDB6+       20080101001960100000005000 0600029891501525   
0601VDB6+       20080101001965100000005000 0600030046301529   
0601VDB6+       20080101001970100000005000 0600030201601533   
0601VDB6+       20080101001975100000005000 0600030337501536   
0601VDB6+       20080101001980100000005000 0600030493501540   
0601VDB6+       20080101001985100000005000 0600030669701545   
0601VDB6+       20080101001990100000005000 0600030806701548   
0601VDB6+       20080101001995100000005000 0600030944001551   
0601VDB6+       20080101002000100000050000 0600031441501572   
0601VDB6+       20080101002050100000050000 0600032945101607   
0601VDB6+       20080101002100100000050000 0600034420601639   
0601VDB6+       20080101002150100000050000 0600035949601672   
0601VDB6+       20080101002200100000050000 0600037467701703   
0601VDB6+       20080101002250100000050000 0600038949201731   
0601VDB6+       20080101002300100000050000 0600040458701759   
0601VDB6+       20080101002350100000050000 0600041972701786   
0601VDB6+       20080101002400100000050000 0600043465801811   
0601VDB6+       20080101002450100000050000 0600044983801836   
0601VDB6+       20080101002500100000050000 0600046501801860   
0601VDB6+       20080101002550100000050000 0600048069301885   
0601VDB6+       20080101002600100000050000 0600049687901911   
0601VDB6+       20080101002650100000050000 0600051332401937   
0601VDB6+       20080101002700100000050000 0600052921901960   
0601VDB6+       20080101002750100000050000 0600054534401983   
0601VDB6+       20080101002800100000050000 0600056142002005   
0601VDB6+       20080101002850100000050000 0600057743002026   
0601VDB6+       20080101002900100000050000 0600059336002046   
0601VDB6+       20080101002950100000050000 0600060978502067   
0601VDB6+       20080101003000100000050000 0600062702002090   
0601VDB6+       20080101003050100000050000 0600064692602121   
0601VDB6+       20080101003100100000050000 0600066838102156   
0601VDB6+       20080101003150100000050000 0600069018602191   
0601VDB6+       20080101003200100000050000 0600071170202224   
0601VDB6+       20080101003250100000050000 0600073289702255   
0601VDB6+       20080101003300100000050000 0600075341202283   
0601VDB6+       20080101003350100000050000 0600077554802315   
0601VDB6+       20080101003400100000050000 0600079834302348   
0601VDB6+       20080101003450100000050000 0600082043302378   
0601VDB6+       20080101003500100000050000 0600084247402407   
0601VDB6+       20080101003550100000050000 0600086444902435   
0601VDB6+       20080101003600100000050000 0600088598402461   
0601VDB6+       20080101003650100000050000 0600090887402490   
0601VDB6+       20080101003700100000050000 0600093094502516   
0601VDB6+       20080101003750100000050000 0600095290002541   
0601VDB6+       20080101003800100000050000 0600097472502565   
0601VDB6+       20080101003850100000050000 0600099640502588   
0601VDB6+       20080101003900100000050000 0600101792602610   
0601VDB6+       20080101003950100000050000 0600103966602632   
0601VDB6+       20080101004000100000050000 0600106082602652   
0601VDB6+       20080101004050100000050000 0600108259102673   
0601VDB6+       20080101004100100000050000 0600110497602695   
0601VDB6+       20080101004150100000050000 0600112675202715   
0601VDB6+       20080101004200100000050000 0600114830702734   
0601VDB6+       20080101004250100000050000 0600117005202753   
0601VDB6+       20080101004300100000050000 0600119198702772   
0601VDB6+       20080101004350100000050000 0600121280702788   
0601VDB6+       20080101004400100000050000 0600123422802805   
0601VDB6+       20080101004450100000050000 0600125670802824   
0601VDB6+       20080101004500100000050000 0600127847802841   
0601VDB6+       20080101004550100000050000 0600130041802858   
0601VDB6+       20080101004600100000050000 0600132252802875   
0601VDB6+       20080101004650100000050000 0600134387802890   
0601VDB6+       20080101004700100000050000 0600136584902906   
0601VDB6+       20080101004750100000050000 0600138750402921   
0601VDB6+       20080101004800100000050000 0600140930902936   
0601VDB6+       20080101004850100000050000 0600143077902950   
0601VDB6+       20080101004900100000050000 0600145287902965   
0601VDB6+       20080101004950100000050000 0600147463402979   
0601VDB6+       20080101005000100000050000 0600149702902994   
0601VDB6+       20080101005050100000050000 0600151907003008   
0601VDB6+       20080101005100100000050000 0600154074003021   
0601VDB6+       20080101005150100000050000 0600156305503035   
0601VDB6+       20080101005200100000050000 0600158499003048   
0601VDB6+       20080101005250100000050000 0600160705503061   
0601VDB6+       20080101005300100000050000 0600162872003073   
0601VDB6+       20080101005350100000050000 0600165104003086   
0601VDB6+       20080101005400100000050000 0600167295003098   
0601VDB6+       20080101005450100000050000 0600169607103112   
0601VDB6+       20080101005500100000050000 0600171823103124   
0601VDB6+       20080101005550100000050000 0600174051103136   
0601VDB6+       20080101005600100000050000 0600176291103148   
0601VDB6+       20080101005650100000050000 0600178543103160   
0601VDB6+       20080101005700100000050000 0600180750103171   
0601VDB6+       20080101005750100000050000 0600182968103182   
0601VDB6+       20080101005800100000050000 0600185197103193   
0601VDB6+       20080101005850100000050000 0600187437203204   
0601VDB6+       20080101005900100000050000 0600189747203216   
0601VDB6+       20080101005950100000050000 0600192009703227   
