00BS               20080912                                                                                   
0601BSA1d       20090101002550100000050000 0100000000002503   
0601BSA1d       20090101002600100000050000 0100000000002523   
0601BSA1d       20090101002650100000050000 0100000000002541   
0601BSA1d       20090101002700100000050000 0100000000002558   
0601BSA1d       20090101002750100000050000 0100000000002576   
0601BSA1d       20090101002800100000050000 0100000000002592   
0601BSA1d       20090101002850100000050000 0100000000002608   
0601BSA1d       20090101002900100000050000 0100000000002624   
0601BSA1d       20090101002950100000050000 0100000000002638   
0601BSA1d       20090101003000100000050000 0100000000002652   
0601BSA1d       20090101003050100000050000 0100000000002667   
0601BSA1d       20090101003100100000050000 0100000000002680   
0601BSA1d       20090101003150100000050000 0100000000002693   
0601BSA1d       20090101003200100000050000 0100000000002706   
0601BSA1d       20090101003250100000050000 0100000000002718   
0601BSA1d       20090101003300100000050000 0100000000002729   
0601BSA1d       20090101003350100000050000 0100000000002741   
0601BSA1d       20090101003400100000050000 0100000000002752   
0601BSA1d       20090101003450100000050000 0100000000002763   
0601BSA1d       20090101003500100000050000 0100000000002774   
0601BSA1d       20090101003550100000050000 0100000000002784   
0601BSA1d       20090101003600100000050000 0100000000002794   
0601BSA1d       20090101003650100000050000 0100000000002804   
0601BSA1d       20090101003700100000050000 0100000000002813   
0601BSA1d       20090101003750100000050000 0100000000002822   
0601BSA1d       20090101003800100000050000 0100000000002831   
0601BSA1d       20090101003850100000050000 0100000000002840   
0601BSA1d       20090101003900100000050000 0100000000002848   
0601BSA1d       20090101003950100000050000 0100000000002857   
0601BSA1d       20090101004000100000050000 0100000000002865   
0601BSA1d       20090101004050100000050000 0100000000002872   
0601BSA1d       20090101004100100000050000 0100000000002880   
0601BSA1d       20090101004150100000050000 0100000000002888   
0601BSA1d       20090101004200100000050000 0100000000002895   
0601BSA1d       20090101004250100000050000 0100000000002902   
0601BSA1d       20090101004300100000050000 0100000000002909   
0601BSA1d       20090101004350100000050000 0100000000002916   
0601BSA1d       20090101004400100000050000 0100000000002923   
0601BSA1d       20090101004450100000050000 0100000000002929   
0601BSA1d       20090101004500100000050000 0100000000002935   
0601BSA1d       20090101004550100000050000 0100000000002942   
0601BSA1d       20090101004600100000050000 0100000000002948   
0601BSA1d       20090101004650100000050000 0100000000002954   
0601BSA1d       20090101004700100000050000 0100000000002960   
0601BSA1d       20090101004750100000050000 0100000000002965   
0601BSA1d       20090101004800100000050000 0100000000002971   
0601BSA1d       20090101004850100000050000 0100000000002977   
0601BSA1d       20090101004900100000050000 0100000000002982   
0601BSA1d       20090101004950100000050000 0100000000002987   
0601BSA1d       20090101005000100000050000 0100000000002992   
0601BSA1d       20090101005050100000050000 0100000000002997   
0601BSA1d       20090101005100100000050000 0100000000003002   
0601BSA1d       20090101005150100000050000 0100000000003007   
0601BSA1d       20090101005200100000050000 0100000000003012   
0601BSA1d       20090101005250100000050000 0100000000003017   
0601BSA1d       20090101005300100000050000 0100000000003021   
0601BSA1d       20090101005350100000050000 0100000000003026   
0601BSA1d       20090101005400100000050000 0100000000003030   
0601BSA1d       20090101005450100000050000 0100000000003035   
0601BSA1d       20090101005500100000050000 0100000000003039   
0601BSA1d       20090101005550100000050000 0100000000003043   
0601BSA1d       20090101005600100000050000 0100000000003047   
0601BSA1d       20090101005650100000050000 0100000000003051   
0601BSA1d       20090101005700100000050000 0100000000003055   
0601BSA1d       20090101005750100000050000 0100000000003059   
0601BSA1d       20090101005800100000050000 0100000000003063   
0601BSA1d       20090101005850100000050000 0100000000003067   
0601BSA1d       20090101005900100000050000 0100000000003070   
0601BSA1d       20090101005950100000050000 0100000000003074   
0601BSA1d       20090101006000100000050000 0100000000003078   
0601BSA1d       20090101006050100000050000 0100000000003081   
0601BSA1d       20090101006100100000050000 0100000000003085   
0601BSA1d       20090101006150100000050000 0100000000003088   
0601BSA1d       20090101006200100000050000 0100000000003091   
0601BSA1d       20090101006250100000050000 0100000000003095   
0601BSA1d       20090101006300100000050000 0100000000003098   
0601BSA1d       20090101006350100000050000 0100000000003101   
0601BSA1d       20090101006400100000050000 0100000000003105   
0601BSA1d       20090101006450100000050000 0100000000003107   
0601BSA1d       20090101006500100000050000 0100000000003111   
0601BSA1d       20090101006550100000050000 0100000000003114   
0601BSA1d       20090101006600100000050000 0100000000003117   
0601BSA1d       20090101006650100000050000 0100000000003119   
0601BSA1d       20090101006700100000050000 0100000000003122   
0601BSA1d       20090101006750100000050000 0100000000003125   
0601BSA1d       20090101006800100000050000 0100000000003128   
0601BSA1d       20090101006850100000050000 0100000000003130   
0601BSA1d       20090101006900100000050000 0100000000003131   
0601BSA1d       20090101006950100000050000 0100000000003133   
0601BSA1d       20090101007000100000050000 0100000000003134   
0601BSA1d       20090101007050100000050000 0100000000003136   
0601BSA1d       20090101007100100000050000 0100000000003137   
0601BSA1d       20090101007150100000050000 0100000000003139   
0601BSA1d       20090101007200100000050000 0100000000003140   
0601BSA1d       20090101007250100000050000 0100000000003142   
0601BSA1d       20090101007300100000050000 0100000000003143   
0601BSA1d       20090101007350100000050000 0100000000003145   
0601BSA1d       20090101007400100000050000 0100000000003146   
0601BSA1d       20090101007450100000050000 0100000000003148   
0601BSA1d       20090101007500100000050000 0100000000003149   
0601BSA1d       20090101007550100000050000 0100000000003150   
0601BSA1d       20090101007600100000050000 0100000000003152   
0601BSA1d       20090101007650100000050000 0100000000003153   
0601BSA1d       20090101007700100000050000 0100000000003154   
0601BSA1d       20090101007750100000050000 0100000000003156   
0601BSA1d       20090101007800100000050000 0100000000003157   
0601BSA1d       20090101007850100000050000 0100000000003158   
0601BSA1d       20090101007900100000050000 0100000000003159   
0601BSA1d       20090101007950100000050000 0100000000003160   
0601BSA1d       20090101008000100000050000 0100000000003162   
0601BSA1d       20090101008050100000050000 0100000000003163   
0601BSA1d       20090101008100100000050000 0100000000003164   
0601BSA1d       20090101008150100000050000 0100000000003165   
0601BSA1d       20090101008200100000050000 0100000000003166   
0601BSA1d       20090101008250100000050000 0100000000003167   
0601BSA1d       20090101008300100000050000 0100000000003169   
0601BSA1d       20090101008350100000050000 0100000000003170   
0601BSA1d       20090101008400100000050000 0100000000003171   
0601BSA1d       20090101008450100000050000 0100000000003172   
0601BSA1d       20090101008500100000050000 0100000000003173   
0601BSA1d       20090101008550100000050000 0100000000003174   
0601BSA1d       20090101008600100000050000 0100000000003175   
0601BSA1d       20090101008650100000050000 0100000000003176   
0601BSA1d       20090101008700100000050000 0100000000003177   
0601BSA1d       20090101008750100000050000 0100000000003178   
0601BSA1d       20090101008800100000050000 0100000000003179   
0601BSA1d       20090101008850100000050000 0100000000003180   
0601BSA1d       20090101008900100000050000 0100000000003181   
0601BSA1d       20090101008950100000050000 0100000000003182   
0601BSA1d       20090101009000100000050000 0100000000003183   
0601BSA1d       20090101009050100000050000 0100000000003184   
0601BSA1d       20090101009100100000050000 0100000000003185   
0601BSA1d       20090101009150100000050000 0100000000003186   
0601BSA1d       20090101009200100000050000 0100000000003187   
0601BSA1d       20090101009250100000050000 0100000000003188   
0601BSA1d       20090101009300100000050000 0100000000003188   
0601BSA1d       20090101009350100000050000 0100000000003189   
0601BSA1d       20090101009400100000050000 0100000000003190   
0601BSA1d       20090101009450100000050000 0100000000003191   
0601BSA1d       20090101009500100000050000 0100000000003192   
0601BSA1d       20090101009550100000050000 0100000000003193   
0601BSA1d       20090101009600100000050000 0100000000003194   
0601BSA1d       20090101009650100000050000 0100000000003194   
0601BSA1d       20090101009700100000050000 0100000000003195   
0601BSA1d       20090101009750100000050000 0100000000003196   
0601BSA1d       20090101009800100000050000 0100000000003197   
0601BSA1d       20090101009850100000050000 0100000000003198   
0601BSA1d       20090101009900100000050000 0100000000003198   
0601BSA1d       20090101009950100000050000 0100000000003199   
0601BSA1d       20090101010000100000100000 0100000000003201   
0601BSA1d       20090101010100100000100000 0100000000003202   
0601BSA1d       20090101010200100000100000 0100000000003203   
0601BSA1d       20090101010300100000100000 0100000000003205   
0601BSA1d       20090101010400100000100000 0100000000003206   
0601BSA1d       20090101010500100000100000 0100000000003208   
0601BSA1d       20090101010600100000100000 0100000000003209   
0601BSA1d       20090101010700100000100000 0100000000003210   
0601BSA1d       20090101010800100000100000 0100000000003212   
0601BSA1d       20090101010900100000100000 0100000000003213   
0601BSA1d       20090101011000100000100000 0100000000003214   
0601BSA1d       20090101011100100000100000 0100000000003216   
0601BSA1d       20090101011200100000100000 0100000000003217   
0601BSA1d       20090101011300100000100000 0100000000003218   
0601BSA1d       20090101011400100000100000 0100000000003219   
0601BSA1d       20090101011500100000100000 0100000000003221   
0601BSA1d       20090101011600100000100000 0100000000003222   
0601BSA1d       20090101011700100000100000 0100000000003223   
0601BSA1d       20090101011800100000100000 0100000000003224   
0601BSA1d       20090101011900100000100000 0100000000003225   
0601BSA1d       20090101012000100000100000 0100000000003226   
0601BSA1d       20090101012100100000100000 0100000000003227   
0601BSA1d       20090101012200100000100000 0100000000003228   
0601BSA1d       20090101012300100000100000 0100000000003229   
0601BSA1d       20090101012400100000100000 0100000000003230   
0601BSA1d       20090101012500100000100000 0100000000003231   
0601BSA1d       20090101012600100000100000 0100000000003232   
0601BSA1d       20090101012700100000100000 0100000000003233   
