00OW               20081103                                                                                   
0601OWB1+       20090101001405100000005000 0100017610001251   
0601OWB1+       20090101001410100000005000 0100017710001254   
0601OWB1+       20090101001415100000005000 0100017840001259   
0601OWB1+       20090101001420100000005000 0100017940001261   
0601OWB1+       20090101001425100000005000 0100018060001265   
0601OWB1+       20090101001430100000005000 0100018160001268   
0601OWB1+       20090101001435100000005000 0100018270001271   
0601OWB1+       20090101001440100000005000 0100018390001275   
0601OWB1+       20090101001445100000005000 0100018500001278   
0601OWB1+       20090101001450100000005000 0100018600001281   
0601OWB1+       20090101001455100000005000 0100018730001285   
0601OWB1+       20090101001460100000005000 0100018840001288   
0601OWB1+       20090101001465100000005000 0100018950001291   
0601OWB1+       20090101001470100000005000 0100019080001296   
0601OWB1+       20090101001475100000005000 0100019190001299   
0601OWB1+       20090101001480100000005000 0100019330001304   
0601OWB1+       20090101001485100000005000 0100019450001308   
0601OWB1+       20090101001490100000005000 0100019560001311   
0601OWB1+       20090101001495100000005000 0100019700001316   
0601OWB1+       20090101001500100000500000 0100025930001482   
0601OWB2+       20090101000000100000020000 0200000030000300   
0601OWB2+       20090101000020100000020000 0200000030000100   
0601OWB2+       20090101000040100000005000 0200000030000071   
0601OWB2+       20090101000045100000005000 0200000030000063   
0601OWB2+       20090101000050100000005000 0200000030000057   
0601OWB2+       20090101000055100000005000 0200000030000052   
0601OWB2+       20090101000060100000005000 0200000030000048   
0601OWB2+       20090101000065100000005000 0200000030000044   
0601OWB2+       20090101000070100000005000 0200000030000041   
0601OWB2+       20090101000075100000005000 0200000030000039   
0601OWB2+       20090101000080100000005000 0200000030000036   
0601OWB2+       20090101000085100000005000 0200000030000034   
0601OWB2+       20090101000090100000005000 0200000030000032   
0601OWB2+       20090101000095100000005000 0200000030000031   
0601OWB2+       20090101000100100000005000 0200000030000029   
0601OWB2+       20090101000105100000005000 0200000030000028   
0601OWB2+       20090101000110100000005000 0200000030000027   
0601OWB2+       20090101000115100000005000 0200000030000026   
0601OWB2+       20090101000120100000005000 0200000030000024   
0601OWB2+       20090101000125100000005000 0200000030000024   
0601OWB2+       20090101000130100000005000 0200000030000023   
0601OWB2+       20090101000135100000005000 0200000030000022   
0601OWB2+       20090101000140100000005000 0200000030000021   
0601OWB2+       20090101000145100000005000 0200000030000020   
0601OWB2+       20090101000150100000005000 0200000030000020   
0601OWB2+       20090101000155100000005000 0200000030000019   
0601OWB2+       20090101000160100000005000 0200000030000018   
0601OWB2+       20090101000165100000005000 0200000030000018   
0601OWB2+       20090101000170100000005000 0200000030000017   
0601OWB2+       20090101000175100000005000 0200000030000017   
0601OWB2+       20090101000180100000005000 0200000030000016   
0601OWB2+       20090101000185100000005000 0200000030000016   
0601OWB2+       20090101000190100000005000 0200000030000016   
0601OWB2+       20090101000195100000005000 0200000030000015   
0601OWB2+       20090101000200100000005000 0200000030000015   
0601OWB2+       20090101000205100000005000 0200000030000014   
0601OWB2+       20090101000210100000005000 0200000030000014   
0601OWB2+       20090101000215100000005000 0200000030000014   
0601OWB2+       20090101000220100000005000 0200000030000013   
0601OWB2+       20090101000225100000005000 0200000030000013   
0601OWB2+       20090101000230100000005000 0200000030000013   
0601OWB2+       20090101000235100000005000 0200000030000013   
0601OWB2+       20090101000240100000005000 0200000030000012   
0601OWB2+       20090101000245100000005000 0200000030000012   
0601OWB2+       20090101000250100000005000 0200000030000012   
0601OWB2+       20090101000255100000005000 0200000030000012   
0601OWB2+       20090101000260100000005000 0200000030000011   
0601OWB2+       20090101000265100000005000 0200000030000011   
0601OWB2+       20090101000270100000005000 0200000030000011   
0601OWB2+       20090101000275100000005000 0200000030000011   
0601OWB2+       20090101000280100000005000 0200000030000011   
0601OWB2+       20090101000285100000005000 0200000030000010   
0601OWB2+       20090101000290100000005000 0200000030000010   
0601OWB2+       20090101000295100000005000 0200000030000010   
0601OWB2+       20090101000300100000005000 0200000060000020   
0601OWB2+       20090101000305100000005000 0200000090000029   
0601OWB2+       20090101000310100000005000 0200000140000045   
0601OWB2+       20090101000315100000005000 0200000190000060   
0601OWB2+       20090101000320100000005000 0200000240000074   
0601OWB2+       20090101000325100000005000 0200000280000085   
0601OWB2+       20090101000330100000005000 0200000330000099   
0601OWB2+       20090101000335100000005000 0200000370000110   
0601OWB2+       20090101000340100000005000 0200000420000123   
0601OWB2+       20090101000345100000005000 0200000460000132   
0601OWB2+       20090101000350100000005000 0200000510000145   
0601OWB2+       20090101000355100000005000 0200000560000157   
0601OWB2+       20090101000360100000005000 0200000600000166   
0601OWB2+       20090101000365100000005000 0200000640000174   
0601OWB2+       20090101000370100000005000 0200000690000185   
0601OWB2+       20090101000375100000005000 0200000740000196   
0601OWB2+       20090101000380100000005000 0200000790000207   
0601OWB2+       20090101000385100000005000 0200000840000217   
0601OWB2+       20090101000390100000005000 0200000870000222   
0601OWB2+       20090101000395100000005000 0200000920000231   
0601OWB2+       20090101000400100000005000 0200000970000241   
0601OWB2+       20090101000405100000005000 0200001020000250   
0601OWB2+       20090101000410100000005000 0200001070000259   
0601OWB2+       20090101000415100000005000 0200001130000271   
0601OWB2+       20090101000420100000005000 0200001180000279   
0601OWB2+       20090101000425100000005000 0200001220000285   
0601OWB2+       20090101000430100000005000 0200001270000294   
0601OWB2+       20090101000435100000005000 0200001320000302   
0601OWB2+       20090101000440100000005000 0200001370000310   
0601OWB2+       20090101000445100000005000 0200001430000320   
0601OWB2+       20090101000450100000005000 0200001480000327   
0601OWB2+       20090101000455100000005000 0200001530000334   
0601OWB2+       20090101000460100000005000 0200001580000342   
0601OWB2+       20090101000465100000005000 0200001630000349   
0601OWB2+       20090101000470100000005000 0200001690000358   
0601OWB2+       20090101000475100000005000 0200001730000362   
0601OWB2+       20090101000480100000005000 0200001780000369   
0601OWB2+       20090101000485100000005000 0200001830000375   
0601OWB2+       20090101000490100000005000 0200001880000382   
0601OWB2+       20090101000495100000005000 0200001930000388   
0601OWB2+       20090101000500100000005000 0200001990000396   
0601OWB2+       20090101000505100000005000 0200002060000406   
0601OWB2+       20090101000510100000005000 0200002110000412   
0601OWB2+       20090101000515100000005000 0200002170000419   
0601OWB2+       20090101000520100000005000 0200002220000425   
0601OWB2+       20090101000525100000005000 0200002280000432   
0601OWB2+       20090101000530100000005000 0200002340000439   
0601OWB2+       20090101000535100000005000 0200002390000445   
0601OWB2+       20090101000540100000005000 0200002440000450   
0601OWB2+       20090101000545100000005000 0200002500000457   
0601OWB2+       20090101000550100000005000 0200002550000462   
0601OWB2+       20090101000555100000005000 0200002610000468   
0601OWB2+       20090101000560100000005000 0200002680000476   
0601OWB2+       20090101000565100000005000 0200002740000483   
0601OWB2+       20090101000570100000005000 0200002820000493   
0601OWB2+       20090101000575100000005000 0200002890000500   
0601OWB2+       20090101000580100000005000 0200002950000506   
0601OWB2+       20090101000585100000005000 0200003020000514   
0601OWB2+       20090101000590100000005000 0200003080000520   
0601OWB2+       20090101000595100000005000 0200003160000529   
0601OWB2+       20090101000600100000005000 0200003220000534   
0601OWB2+       20090101000605100000005000 0200003290000542   
0601OWB2+       20090101000610100000005000 0200003350000547   
0601OWB2+       20090101000615100000005000 0200003430000555   
0601OWB2+       20090101000620100000005000 0200003490000561   
0601OWB2+       20090101000625100000005000 0200003560000567   
0601OWB2+       20090101000630100000005000 0200003620000572   
0601OWB2+       20090101000635100000005000 0200003690000579   
0601OWB2+       20090101000640100000005000 0200003770000587   
0601OWB2+       20090101000645100000005000 0200003830000592   
0601OWB2+       20090101000650100000005000 0200003900000598   
0601OWB2+       20090101000655100000005000 0200003960000602   
0601OWB2+       20090101000660100000005000 0200004040000610   
0601OWB2+       20090101000665100000005000 0200004100000614   
0601OWB2+       20090101000670100000005000 0200004170000620   
0601OWB2+       20090101000675100000005000 0200004230000624   
0601OWB2+       20090101000680100000005000 0200004300000630   
0601OWB2+       20090101000685100000005000 0200004380000637   
0601OWB2+       20090101000690100000005000 0200004440000641   
0601OWB2+       20090101000695100000005000 0200004510000647   
0601OWB2+       20090101000700100000005000 0200004580000652   
0601OWB2+       20090101000705100000005000 0200004660000659   
0601OWB2+       20090101000710100000005000 0200004730000664   
0601OWB2+       20090101000715100000005000 0200004800000669   
0601OWB2+       20090101000720100000005000 0200004870000674   
0601OWB2+       20090101000725100000005000 0200004940000679   
0601OWB2+       20090101000730100000005000 0200005020000685   
0601OWB2+       20090101000735100000005000 0200005090000690   
0601OWB2+       20090101000740100000005000 0200005160000695   
0601OWB2+       20090101000745100000005000 0200005230000700   
0601OWB2+       20090101000750100000005000 0200005310000706   
0601OWB2+       20090101000755100000005000 0200005380000710   
0601OWB2+       20090101000760100000005000 0200005450000715   
0601OWB2+       20090101000765100000005000 0200005520000719   
0601OWB2+       20090101000770100000005000 0200005600000725   
0601OWB2+       20090101000775100000005000 0200005680000731   
0601OWB2+       20090101000780100000005000 0200005750000735   
0601OWB2+       20090101000785100000005000 0200005830000740   
0601OWB2+       20090101000790100000005000 0200005900000744   
0601OWB2+       20090101000795100000005000 0200005990000751   
0601OWB2+       20090101000800100000005000 0200006060000755   
0601OWB2+       20090101000805100000005000 0200006130000759   
0601OWB2+       20090101000810100000005000 0200006210000764   
0601OWB2+       20090101000815100000005000 0200006280000768   
