00TI               20081223                                                                                   
0601TIB2d       20090101003010100000005000 0200000000002310   
0601TIB2d       20090101003015100000005000 0200000000002320   
0601TIB2d       20090101003020100000005000 0200000000002320   
0601TIB2d       20090101003025100000005000 0200000000002320   
0601TIB2d       20090101003030100000005000 0200000000002320   
0601TIB2d       20090101003035100000005000 0200000000002320   
0601TIB2d       20090101003040100000005000 0200000000002330   
0601TIB2d       20090101003045100000005000 0200000000002330   
0601TIB2d       20090101003050100000005000 0200000000002330   
0601TIB2d       20090101003055100000005000 0200000000002330   
0601TIB2d       20090101003060100000005000 0200000000002340   
0601TIB2d       20090101003065100000005000 0200000000002340   
0601TIB2d       20090101003070100000005000 0200000000002340   
0601TIB2d       20090101003075100000005000 0200000000002340   
0601TIB2d       20090101003080100000005000 0200000000002340   
0601TIB2d       20090101003085100000005000 0200000000002340   
0601TIB2d       20090101003090100000005000 0200000000002350   
0601TIB2d       20090101003095100000005000 0200000000002350   
0601TIB2d       20090101003100100000005000 0200000000002350   
0601TIB2d       20090101003105100000005000 0200000000002350   
0601TIB2d       20090101003110100000005000 0200000000002350   
0601TIB2d       20090101003115100000005000 0200000000002360   
0601TIB2d       20090101003120100000005000 0200000000002360   
0601TIB2d       20090101003125100000005000 0200000000002360   
0601TIB2d       20090101003130100000005000 0200000000002360   
0601TIB2d       20090101003135100000005000 0200000000002360   
0601TIB2d       20090101003140100000005000 0200000000002370   
0601TIB2d       20090101003145100000005000 0200000000002370   
0601TIB2d       20090101003150100000005000 0200000000002370   
0601TIB2d       20090101003155100000005000 0200000000002370   
0601TIB2d       20090101003160100000005000 0200000000002370   
0601TIB2d       20090101003165100000005000 0200000000002370   
0601TIB2d       20090101003170100000005000 0200000000002380   
0601TIB2d       20090101003175100000005000 0200000000002380   
0601TIB2d       20090101003180100000005000 0200000000002380   
0601TIB2d       20090101003185100000005000 0200000000002380   
0601TIB2d       20090101003190100000005000 0200000000002380   
0601TIB2d       20090101003195100000005000 0200000000002390   
0601TIB2d       20090101003200100000005000 0200000000002390   
0601TIB2d       20090101003205100000005000 0200000000002390   
0601TIB2d       20090101003210100000005000 0200000000002390   
0601TIB2d       20090101003215100000005000 0200000000002390   
0601TIB2d       20090101003220100000005000 0200000000002400   
0601TIB2d       20090101003225100000005000 0200000000002400   
0601TIB2d       20090101003230100000005000 0200000000002400   
0601TIB2d       20090101003235100000005000 0200000000002400   
0601TIB2d       20090101003240100000005000 0200000000002400   
0601TIB2d       20090101003245100000005000 0200000000002400   
0601TIB2d       20090101003250100000005000 0200000000002410   
0601TIB2d       20090101003255100000005000 0200000000002410   
0601TIB2d       20090101003260100000005000 0200000000002410   
0601TIB2d       20090101003265100000005000 0200000000002410   
0601TIB2d       20090101003270100000005000 0200000000002410   
0601TIB2d       20090101003275100000005000 0200000000002410   
0601TIB2d       20090101003280100000005000 0200000000002420   
0601TIB2d       20090101003285100000005000 0200000000002420   
0601TIB2d       20090101003290100000005000 0200000000002420   
0601TIB2d       20090101003295100000005000 0200000000002420   
0601TIB2d       20090101003300100000005000 0200000000002420   
0601TIB2d       20090101003305100000005000 0200000000002430   
0601TIB2d       20090101003310100000005000 0200000000002430   
0601TIB2d       20090101003315100000005000 0200000000002430   
0601TIB2d       20090101003320100000005000 0200000000002430   
0601TIB2d       20090101003325100000005000 0200000000002430   
0601TIB2d       20090101003330100000005000 0200000000002430   
0601TIB2d       20090101003335100000005000 0200000000002440   
0601TIB2d       20090101003340100000005000 0200000000002440   
0601TIB2d       20090101003345100000005000 0200000000002440   
0601TIB2d       20090101003350100000005000 0200000000002440   
0601TIB2d       20090101003355100000005000 0200000000002440   
0601TIB2d       20090101003360100000005000 0200000000002440   
0601TIB2d       20090101003365100000005000 0200000000002450   
0601TIB2d       20090101003370100000005000 0200000000002450   
0601TIB2d       20090101003375100000005000 0200000000002450   
0601TIB2d       20090101003380100000005000 0200000000002450   
0601TIB2d       20090101003385100000005000 0200000000002450   
0601TIB2d       20090101003390100000005000 0200000000002450   
0601TIB2d       20090101003395100000005000 0200000000002460   
0601TIB2d       20090101003400100000005000 0200000000002460   
0601TIB2d       20090101003405100000005000 0200000000002460   
0601TIB2d       20090101003410100000005000 0200000000002460   
0601TIB2d       20090101003415100000005000 0200000000002460   
0601TIB2d       20090101003420100000005000 0200000000002460   
0601TIB2d       20090101003425100000005000 0200000000002460   
0601TIB2d       20090101003430100000005000 0200000000002470   
0601TIB2d       20090101003435100000005000 0200000000002470   
0601TIB2d       20090101003440100000005000 0200000000002470   
0601TIB2d       20090101003445100000005000 0200000000002470   
0601TIB2d       20090101003450100000005000 0200000000002470   
0601TIB2d       20090101003455100000005000 0200000000002480   
0601TIB2d       20090101003460100000005000 0200000000002480   
0601TIB2d       20090101003465100000005000 0200000000002480   
0601TIB2d       20090101003470100000005000 0200000000002480   
0601TIB2d       20090101003475100000005000 0200000000002480   
0601TIB2d       20090101003480100000005000 0200000000002480   
0601TIB2d       20090101003485100000005000 0200000000002480   
0601TIB2d       20090101003490100000005000 0200000000002490   
0601TIB2d       20090101003495100000005000 0200000000002490   
0601TIB2d       20090101003500100000005000 0200000000002490   
0601TIB2d       20090101003505100000005000 0200000000002490   
0601TIB2d       20090101003510100000005000 0200000000002490   
0601TIB2d       20090101003515100000005000 0200000000002490   
0601TIB2d       20090101003520100000005000 0200000000002490   
0601TIB2d       20090101003525100000005000 0200000000002500   
0601TIB2d       20090101003530100000005000 0200000000002500   
0601TIB2d       20090101003535100000005000 0200000000002500   
0601TIB2d       20090101003540100000005000 0200000000002500   
0601TIB2d       20090101003545100000005000 0200000000002500   
0601TIB2d       20090101003550100000005000 0200000000002500   
0601TIB2d       20090101003555100000005000 0200000000002510   
0601TIB2d       20090101003560100000005000 0200000000002510   
0601TIB2d       20090101003565100000005000 0200000000002510   
0601TIB2d       20090101003570100000005000 0200000000002510   
0601TIB2d       20090101003575100000005000 0200000000002510   
0601TIB2d       20090101003580100000005000 0200000000002510   
0601TIB2d       20090101003585100000005000 0200000000002510   
0601TIB2d       20090101003590100000005000 0200000000002520   
0601TIB2d       20090101003595100000005000 0200000000002520   
0601TIB2d       20090101003600100000005000 0200000000002520   
0601TIB2d       20090101003605100000005000 0200000000002520   
0601TIB2d       20090101003610100000005000 0200000000002520   
0601TIB2d       20090101003615100000005000 0200000000002520   
0601TIB2d       20090101003620100000005000 0200000000002520   
0601TIB2d       20090101003625100000005000 0200000000002530   
0601TIB2d       20090101003630100000005000 0200000000002530   
0601TIB2d       20090101003635100000005000 0200000000002530   
0601TIB2d       20090101003640100000005000 0200000000002530   
0601TIB2d       20090101003645100000005000 0200000000002530   
0601TIB2d       20090101003650100000005000 0200000000002530   
0601TIB2d       20090101003655100000005000 0200000000002530   
0601TIB2d       20090101003660100000005000 0200000000002540   
0601TIB2d       20090101003665100000005000 0200000000002540   
0601TIB2d       20090101003670100000005000 0200000000002540   
0601TIB2d       20090101003675100000005000 0200000000002540   
0601TIB2d       20090101003680100000005000 0200000000002540   
0601TIB2d       20090101003685100000005000 0200000000002540   
0601TIB2d       20090101003690100000005000 0200000000002540   
0601TIB2d       20090101003695100000005000 0200000000002550   
0601TIB2d       20090101003700100000005000 0200000000002550   
0601TIB2d       20090101003705100000005000 0200000000002550   
0601TIB2d       20090101003710100000005000 0200000000002550   
0601TIB2d       20090101003715100000005000 0200000000002550   
0601TIB2d       20090101003720100000005000 0200000000002550   
0601TIB2d       20090101003725100000005000 0200000000002550   
0601TIB2d       20090101003730100000005000 0200000000002560   
0601TIB2d       20090101003735100000005000 0200000000002560   
0601TIB2d       20090101003740100000005000 0200000000002560   
0601TIB2d       20090101003745100000005000 0200000000002560   
0601TIB2d       20090101003750100000005000 0200000000002560   
0601TIB2d       20090101003755100000005000 0200000000002560   
0601TIB2d       20090101003760100000005000 0200000000002560   
0601TIB2d       20090101003765100000005000 0200000000002560   
0601TIB2d       20090101003770100000005000 0200000000002570   
0601TIB2d       20090101003775100000005000 0200000000002570   
0601TIB2d       20090101003780100000005000 0200000000002570   
0601TIB2d       20090101003785100000005000 0200000000002570   
0601TIB2d       20090101003790100000005000 0200000000002570   
0601TIB2d       20090101003795100000005000 0200000000002570   
0601TIB2d       20090101003800100000005000 0200000000002570   
0601TIB2d       20090101003805100000005000 0200000000002570   
0601TIB2d       20090101003810100000005000 0200000000002580   
0601TIB2d       20090101003815100000005000 0200000000002580   
0601TIB2d       20090101003820100000005000 0200000000002580   
0601TIB2d       20090101003825100000005000 0200000000002580   
0601TIB2d       20090101003830100000005000 0200000000002580   
0601TIB2d       20090101003835100000005000 0200000000002580   
0601TIB2d       20090101003840100000005000 0200000000002580   
0601TIB2d       20090101003845100000005000 0200000000002580   
0601TIB2d       20090101003850100000005000 0200000000002590   
0601TIB2d       20090101003855100000005000 0200000000002590   
0601TIB2d       20090101003860100000005000 0200000000002590   
0601TIB2d       20090101003865100000005000 0200000000002590   
0601TIB2d       20090101003870100000005000 0200000000002590   
0601TIB2d       20090101003875100000005000 0200000000002590   
0601TIB2d       20090101003880100000005000 0200000000002590   
0601TIB2d       20090101003885100000005000 0200000000002590   
0601TIB2d       20090101003890100000005000 0200000000002600   
0601TIB2d       20090101003895100000005000 0200000000002600   
