00BL               20081110                                                                                   
0601BLC3d       20090101000500100000005000m0300000170000034   
0601BLC3d       20090101000505100000005000m0300000170000033   
0601BLC3d       20090101000510100000005000m0300000170000033   
0601BLC3d       20090101000515100000005000m0300000180000035   
0601BLC3d       20090101000520100000005000m0300000180000034   
0601BLC3d       20090101000525100000005000m0300000200000038   
0601BLC3d       20090101000530100000005000m0300000280000053   
0601BLC3d       20090101000535100000005000m0300000370000069   
0601BLC3d       20090101000540100000005000m0300000450000083   
0601BLC3d       20090101000545100000005000m0300000540000099   
0601BLC3d       20090101000550100000005000m0300000630000114   
0601BLC3d       20090101000555100000005000m0300000720000129   
0601BLC3d       20090101000560100000005000m0300000800000142   
0601BLC3d       20090101000565100000005000m0300000890000157   
0601BLC3d       20090101000570100000005000m0300000980000171   
0601BLC3d       20090101000575100000005000m0300001070000185   
0601BLC3d       20090101000580100000005000m0300001170000201   
0601BLC3d       20090101000585100000005000m0300001260000214   
0601BLC3d       20090101000590100000005000m0300001350000228   
0601BLC3d       20090101000595100000005000m0300001450000243   
0601BLC3d       20090101000600100000005000m0300001540000256   
0601BLC3d       20090101000605100000005000m0300001630000268   
0601BLC3d       20090101000610100000005000m0300001740000284   
0601BLC3d       20090101000615100000005000m0300001820000295   
0601BLC3d       20090101000620100000005000m0300001900000305   
0601BLC3d       20090101000625100000005000m0300001980000316   
0601BLC3d       20090101000630100000005000m0300002060000326   
0601BLC3d       20090101000635100000005000m0300002140000336   
0601BLC3d       20090101000640100000005000m0300002220000346   
0601BLC3d       20090101000645100000005000m0300002310000357   
0601BLC3d       20090101000650100000005000m0300002390000366   
0601BLC3d       20090101000655100000005000m0300002470000376   
0601BLC3d       20090101000660100000005000m0300002550000385   
0601BLC3d       20090101000665100000005000m0300002640000396   
0601BLC3d       20090101000670100000005000m0300002720000404   
0601BLC3d       20090101000675100000005000m0300002800000413   
0601BLC3d       20090101000680100000005000m0300002890000423   
0601BLC3d       20090101000685100000005000m0300002970000432   
0601BLC3d       20090101000690100000005000m0300003050000440   
0601BLC3d       20090101000695100000005000m0300003140000450   
0601BLC3d       20090101000700100000005000m0300003220000458   
0601BLC3d       20090101000705100000005000m0300003310000468   
0601BLC3d       20090101000710100000005000m0300003390000476   
0601BLC3d       20090101000715100000005000m0300003480000485   
0601BLC3d       20090101000720100000005000m0300003560000493   
0601BLC3d       20090101000725100000005000m0300003650000502   
0601BLC3d       20090101000730100000005000m0300003740000511   
0601BLC3d       20090101000735100000005000m0300003830000519   
0601BLC3d       20090101000740100000005000m0300003920000528   
0601BLC3d       20090101000745100000005000m0300004010000536   
0601BLC3d       20090101000750100000005000m0300004100000545   
0601BLC3d       20090101000755100000005000m0300004190000553   
0601BLC3d       20090101000760100000005000m0300004290000563   
0601BLC3d       20090101000765100000005000m0300004380000571   
0601BLC3d       20090101000770100000005000m0300004470000579   
0601BLC3d       20090101000775100000005000m0300004560000586   
0601BLC3d       20090101000780100000005000m0300004660000596   
0601BLC3d       20090101000785100000005000m0300004750000603   
0601BLC3d       20090101000790100000005000m0300004850000612   
0601BLC3d       20090101000795100000005000m0300004940000619   
0601BLC3d       20090101000800100000005000m0300005030000627   
0601BLC3d       20090101000805100000005000m0300005130000635   
0601BLC3d       20090101000810100000005000m0300005220000642   
0601BLC3d       20090101000815100000005000m0300005310000650   
0601BLC3d       20090101000820100000005000m0300005410000658   
0601BLC3d       20090101000825100000005000m0300005500000665   
0601BLC3d       20090101000830100000005000m0300005600000673   
0601BLC3d       20090101000835100000005000m0300005690000679   
0601BLC3d       20090101000840100000005000m0300005790000687   
0601BLC3d       20090101000845100000005000m0300005880000694   
0601BLC3d       20090101000850100000005000m0300005980000701   
0601BLC3d       20090101000855100000005000m0300006070000708   
0601BLC3d       20090101000860100000005000m0300006170000715   
0601BLC3d       20090101000865100000005000m0300006270000723   
0601BLC3d       20090101000870100000005000m0300006370000730   
0601BLC3d       20090101000875100000005000m0300006470000737   
0601BLC3d       20090101000880100000005000m0300006570000744   
0601BLC3d       20090101000885100000005000m0300006670000752   
0601BLC3d       20090101000890100000005000m0300006770000759   
0601BLC3d       20090101000895100000005000m0300006880000767   
0601BLC3d       20090101000900100000005000m0300006980000773   
0601BLC3d       20090101000905100000005000m0300007080000780   
0601BLC3d       20090101000910100000005000m0300007180000787   
0601BLC3d       20090101000915100000005000m0300007280000793   
0601BLC3d       20090101000920100000005000m0300007390000801   
0601BLC3d       20090101000925100000005000m0300007490000808   
0601BLC3d       20090101000930100000005000m0300007590000814   
0601BLC3d       20090101000935100000005000m0300007700000821   
0601BLC3d       20090101000940100000005000m0300007800000828   
0601BLC3d       20090101000945100000005000m0300007900000834   
0601BLC3d       20090101000950100000005000m0300008010000841   
0601BLC3d       20090101000955100000005000m0300008110000847   
0601BLC3d       20090101000960100000005000m0300008210000853   
0601BLC3d       20090101000965100000005000m0300008320000860   
0601BLC3d       20090101000970100000005000m0300008420000866   
0601BLC3d       20090101000975100000005000m0300008530000873   
0601BLC3d       20090101000980100000005000m0300008630000878   
0601BLC3d       20090101000985100000005000m0300008740000885   
0601BLC3d       20090101000990100000005000m0300008840000891   
0601BLC3d       20090101000995100000005000m0300008950000897   
0601BLC3d       20090101001000100000005000m0300009060000904   
0601BLC3d       20090101001005100000005000m0300009170000910   
0601BLC3d       20090101001010100000005000m0300009280000917   
0601BLC3d       20090101001015100000005000m0300009390000923   
0601BLC3d       20090101001020100000005000m0300009500000929   
0601BLC3d       20090101001025100000005000m0300009610000935   
0601BLC3d       20090101001030100000005000m0300009720000941   
0601BLC3d       20090101001035100000005000m0300009830000947   
0601BLC3d       20090101001040100000005000m0300009950000954   
0601BLC3d       20090101001045100000005000m0300010060000960   
0601BLC3d       20090101001050100000005000m0300010170000966   
0601BLC3d       20090101001055100000005000m0300010280000972   
0601BLC3d       20090101001060100000005000m0300010390000978   
0601BLC3d       20090101001065100000005000m0300010510000985   
0601BLC3d       20090101001070100000005000m0300010620000990   
0601BLC3d       20090101001075100000005000m0300010740000997   
0601BLC3d       20090101001080100000005000m0300010860001003   
0601BLC3d       20090101001085100000005000m0300010970001009   
0601BLC3d       20090101001090100000005000m0300011090001015   
0601BLC3d       20090101001095100000005000m0300011200001021   
0601BLC3d       20090101001100100000005000m0300011320001027   
0601BLC3d       20090101001105100000005000m0300011440001033   
0601BLC3d       20090101001110100000005000m0300011560001039   
0601BLC3d       20090101001115100000005000m0300011680001045   
0601BLC3d       20090101001120100000005000m0300011800001051   
0601BLC3d       20090101001125100000005000m0300011920001057   
0601BLC3d       20090101001130100000005000m0300012040001063   
0601BLC3d       20090101001135100000005000m0300012160001069   
0601BLC3d       20090101001140100000005000m0300012280001075   
0601BLC3d       20090101001145100000005000m0300012400001081   
0601BLC3d       20090101001150100000005000m0300012520001086   
0601BLC3d       20090101001155100000005000m0300012640001092   
0601BLC3d       20090101001160100000005000m0300012760001098   
0601BLC3d       20090101001165100000005000m0300012880001103   
0601BLC3d       20090101001170100000005000m0300013000001109   
0601BLC3d       20090101001175100000005000m0300013120001114   
0601BLC3d       20090101001180100000005000m0300013240001120   
0601BLC3d       20090101001185100000005000m0300013370001126   
0601BLC3d       20090101001190100000005000m0300013490001131   
0601BLC3d       20090101001195100000005000m0300013610001137   
0601BLC3d       20090101001200100000005000m0300013740001143   
0601BLC3d       20090101001205100000005000m0300013860001148   
0601BLC3d       20090101001210100000005000m0300013990001154   
0601BLC3d       20090101001215100000005000m0300014110001159   
0601BLC3d       20090101001220100000005000m0300014240001165   
0601BLC3d       20090101001225100000005000m0300014370001171   
0601BLC3d       20090101001230100000005000m0300014490001176   
0601BLC3d       20090101001235100000005000m0300014610001181   
0601BLC3d       20090101001240100000005000m0300014740001186   
0601BLC3d       20090101001245100000005000m0300014870001192   
0601BLC3d       20090101001250100000005000m0300015000001198   
0601BLC3d       20090101001255100000005000m0300015140001204   
0601BLC3d       20090101001260100000005000m0300015270001210   
0601BLC3d       20090101001265100000005000m0300015400001215   
0601BLC3d       20090101001270100000005000m0300015530001220   
0601BLC3d       20090101001275100000005000m0300015660001226   
0601BLC3d       20090101001280100000005000m0300015800001232   
0601BLC3d       20090101001285100000005000m0300015930001237   
0601BLC3d       20090101001290100000005000m0300016060001243   
0601BLC3d       20090101001295100000005000m0300016200001249   
0601BLC3d       20090101001300100000005000m0300016340001255   
0601BLC3d       20090101001305100000005000m0300016470001260   
0601BLC3d       20090101001310100000005000m0300016610001266   
0601BLC3d       20090101001315100000005000m0300016750001271   
0601BLC3d       20090101001320100000005000m0300016890001277   
0601BLC3d       20090101001325100000005000m0300017030001283   
0601BLC3d       20090101001330100000005000m0300017170001289   
0601BLC3d       20090101001335100000005000m0300017320001295   
0601BLC3d       20090101001340100000005000m0300017460001301   
0601BLC3d       20090101001345100000005000m0300017610001307   
0601BLC3d       20090101001350100000005000m0300017760001313   
0601BLC3d       20090101001355100000005000m0300017910001319   
0601BLC3d       20090101001360100000005000m0300018050001325   
0601BLC3d       20090101001365100000005000m0300018210001332   
0601BLC3d       20090101001370100000005000m0300018360001338   
0601BLC3d       20090101001375100000005000m0300018520001344   
0601BLC3d       20090101001380100000005000m0300018670001350   
0601BLC3d       20090101001385100000005000m0300018830001357   
