00LU               20081107                                                                                   
0601LUA0d       20090101002795100000005000 0000068260002440   
0601LUA0d       20090101002800100000005000 0000068410002441   
0601LUA0d       20090101002805100000005000 0000068590002443   
0601LUA0d       20090101002810100000005000 0000068740002444   
0601LUA0d       20090101002815100000005000 0000068910002446   
0601LUA0d       20090101002820100000005000 0000069060002447   
0601LUA0d       20090101002825100000005000 0000069210002448   
0601LUA0d       20090101002830100000005000 0000069380002449   
0601LUA0d       20090101002835100000005000 0000069530002450   
0601LUA0d       20090101002840100000005000 0000069680002451   
0601LUA0d       20090101002845100000005000 0000069850002453   
0601LUA0d       20090101002850100000005000 0000070000002454   
0601LUA0d       20090101002855100000005000 0000070170002456   
0601LUA0d       20090101002860100000005000 0000070320002457   
0601LUA0d       20090101002865100000005000 0000070470002458   
0601LUA0d       20090101002870100000005000 0000070640002459   
0601LUA0d       20090101002875100000005000 0000070790002460   
0601LUA0d       20090101002880100000005000 0000070940002461   
0601LUA0d       20090101002885100000005000 0000071110002463   
0601LUA0d       20090101002890100000005000 0000071260002464   
0601LUA0d       20090101002895100000005000 0000071410002465   
0601LUA0d       20090101002900100000005000 0000071590002466   
0601LUA0d       20090101002905100000005000 0000071730002467   
0601LUA0d       20090101002910100000005000 0000071910002469   
0601LUA0d       20090101002915100000005000 0000072060002470   
0601LUA0d       20090101002920100000005000 0000072200002470   
0601LUA0d       20090101002925100000005000 0000072380002472   
0601LUA0d       20090101002930100000005000 0000072530002473   
0601LUA0d       20090101002935100000005000 0000072670002474   
0601LUA0d       20090101002940100000005000 0000072850002476   
0601LUA0d       20090101002945100000005000 0000073000002477   
0601LUA0d       20090101002950100000005000 0000073140002477   
0601LUA0d       20090101002955100000005000 0000073320002479   
0601LUA0d       20090101002960100000005000 0000073470002480   
0601LUA0d       20090101002965100000005000 0000073640002482   
0601LUA0d       20090101002970100000005000 0000073790002482   
0601LUA0d       20090101002975100000005000 0000073940002483   
0601LUA0d       20090101002980100000005000 0000074110002485   
0601LUA0d       20090101002985100000005000 0000074260002486   
0601LUA0d       20090101002990100000005000 0000074410002487   
0601LUA0d       20090101002995100000005000 0000074580002488   
0601LUA0d       20090101003000100000005000 0000074730002489   
0601LUA0d       20090101003005100000005000 0000074910002491   
0601LUA0d       20090101003010100000005000 0000075050002491   
0601LUA0d       20090101003015100000005000 0000075200002492   
0601LUA0d       20090101003020100000005000 0000075380002494   
0601LUA0d       20090101003025100000005000 0000075520002494   
0601LUA0d       20090101003030100000005000 0000075670002495   
0601LUA0d       20090101003035100000005000 0000075850002497   
0601LUA0d       20090101003040100000005000 0000075990002498   
0601LUA0d       20090101003045100000005000 0000076140002498   
0601LUA0d       20090101003050100000005000 0000076320002500   
0601LUA0d       20090101003055100000005000 0000076460002501   
0601LUA0d       20090101003060100000005000 0000076640002503   
0601LUA0d       20090101003065100000005000 0000076790002503   
0601LUA0d       20090101003070100000005000 0000076930002504   
0601LUA0d       20090101003075100000005000 0000077110002506   
0601LUA0d       20090101003080100000005000 0000077260002506   
0601LUA0d       20090101003085100000005000 0000077400002507   
0601LUA0d       20090101003090100000005000 0000077580002509   
0601LUA0d       20090101003095100000005000 0000077730002509   
0601LUA0d       20090101003100100000005000 0000077870002510   
0601LUA0d       20090101003105100000005000 0000078050002512   
0601LUA0d       20090101003110100000005000 0000078200002512   
0601LUA0d       20090101003115100000005000 0000078370002514   
0601LUA0d       20090101003120100000005000 0000078520002515   
0601LUA0d       20090101003125100000005000 0000078670002515   
0601LUA0d       20090101003130100000005000 0000078840002517   
0601LUA0d       20090101003135100000005000 0000078990002518   
0601LUA0d       20090101003140100000005000 0000079140002518   
0601LUA0d       20090101003145100000005000 0000079310002520   
0601LUA0d       20090101003150100000005000 0000079460002521   
0601LUA0d       20090101003155100000005000 0000079640002522   
0601LUA0d       20090101003160100000005000 0000079780002523   
0601LUA0d       20090101003165100000005000 0000079930002523   
0601LUA0d       20090101003170100000005000 0000080110002525   
0601LUA0d       20090101003175100000005000 0000080250002526   
0601LUA0d       20090101003180100000005000 0000080400002526   
0601LUA0d       20090101003185100000005000 0000080580002528   
0601LUA0d       20090101003190100000005000 0000080720002528   
0601LUA0d       20090101003195100000005000 0000080870002529   
0601LUA0d       20090101003200100000005000 0000081050002531   
0601LUA0d       20090101003205100000005000 0000081190002531   
0601LUA0d       20090101003210100000005000 0000081370002533   
0601LUA0d       20090101003215100000005000 0000081520002534   
0601LUA0d       20090101003220100000005000 0000081660002534   
0601LUA0d       20090101003225100000005000 0000081840002536   
0601LUA0d       20090101003230100000005000 0000081990002536   
0601LUA0d       20090101003235100000005000 0000082130002537   
0601LUA0d       20090101003240100000005000 0000082310002538   
0601LUA0d       20090101003245100000005000 0000082460002539   
0601LUA0d       20090101003250100000005000 0000082600002540   
0601LUA0d       20090101003255100000005000 0000082780002541   
0601LUA0d       20090101003260100000005000 0000082930002542   
0601LUA0d       20090101003265100000005000 0000083100002543   
0601LUA0d       20090101003270100000005000 0000083250002544   
0601LUA0d       20090101003275100000005000 0000083400002545   
0601LUA0d       20090101003280100000005000 0000083570002546   
0601LUA0d       20090101003285100000005000 0000083720002547   
0601LUA0d       20090101003290100000005000 0000083870002547   
0601LUA0d       20090101003295100000005000 0000084040002549   
0601LUA0d       20090101003300100000005000 0000084190002549   
0601LUA0d       20090101003305100000005000 0000084370002551   
0601LUA0d       20090101003310100000005000 0000084510002551   
0601LUA0d       20090101003315100000005000 0000084660002552   
0601LUA0d       20090101003320100000005000 0000084840002553   
0601LUA0d       20090101003325100000005000 0000084980002554   
0601LUA0d       20090101003330100000005000 0000085130002555   
0601LUA0d       20090101003335100000005000 0000085310002556   
0601LUA0d       20090101003340100000005000 0000085450002556   
0601LUA0d       20090101003345100000005000 0000085600002557   
0601LUA0d       20090101003350100000005000 0000085780002559   
0601LUA0d       20090101003355100000005000 0000085920002559   
0601LUA0d       20090101003360100000005000 0000086100002561   
0601LUA0d       20090101003365100000005000 0000086250002561   
0601LUA0d       20090101003370100000005000 0000086390002562   
0601LUA0d       20090101003375100000005000 0000086570002563   
0601LUA0d       20090101003380100000005000 0000086720002564   
0601LUA0d       20090101003385100000005000 0000086860002564   
0601LUA0d       20090101003390100000005000 0000087040002566   
0601LUA0d       20090101003395100000005000 0000087190002566   
0601LUA0d       20090101003400100000005000 0000087360002568   
0601LUA0d       20090101003405100000005000 0000087510002568   
0601LUA0d       20090101003410100000005000 0000087660002569   
0601LUA0d       20090101003415100000005000 0000087830002570   
0601LUA0d       20090101003420100000005000 0000087980002571   
0601LUA0d       20090101003425100000005000 0000088130002571   
0601LUA0d       20090101003430100000005000 0000088300002572   
0601LUA0d       20090101003435100000005000 0000088450002573   
0601LUA0d       20090101003440100000005000 0000088600002574   
0601LUA0d       20090101003445100000005000 0000088770002575   
0601LUA0d       20090101003450100000005000 0000088920002576   
0601LUA0d       20090101003455100000005000 0000089100002577   
0601LUA0d       20090101003460100000005000 0000089240002577   
0601LUA0d       20090101003465100000005000 0000089390002578   
0601LUA0d       20090101003470100000005000 0000089570002579   
0601LUA0d       20090101003475100000005000 0000089710002580   
0601LUA0d       20090101003480100000005000 0000089860002580   
0601LUA0d       20090101003485100000005000 0000090040002582   
0601LUA0d       20090101003490100000005000 0000090180002582   
0601LUA0d       20090101003495100000005000 0000090330002583   
0601LUA0d       20090101003500100000005000 0000090510002584   
0601LUA0d       20090101003505100000005000 0000090650002584   
0601LUA0d       20090101003510100000005000 0000090830002586   
0601LUA0d       20090101003515100000005000 0000090980002586   
0601LUA0d       20090101003520100000005000 0000091120002587   
0601LUA0d       20090101003525100000005000 0000091300002588   
0601LUA0d       20090101003530100000005000 0000091450002589   
0601LUA0d       20090101003535100000005000 0000091590002589   
0601LUA0d       20090101003540100000005000 0000091770002591   
0601LUA0d       20090101003545100000005000 0000091920002591   
0601LUA0d       20090101003550100000005000 0000092090002592   
0601LUA0d       20090101003555100000005000 0000092240002593   
0601LUA0d       20090101003560100000005000 0000092390002593   
0601LUA0d       20090101003565100000005000 0000092560002595   
0601LUA0d       20090101003570100000005000 0000092710002595   
0601LUA0d       20090101003575100000005000 0000092860002596   
0601LUA0d       20090101003580100000005000 0000093030002597   
0601LUA0d       20090101003585100000005000 0000093180002597   
0601LUA0d       20090101003590100000005000 0000093330002598   
0601LUA0d       20090101003595100000005000 0000093500002599   
0601LUA0d       20090101003600100000005000 0000093650002600   
0601LUA0d       20090101003605100000005000 0000093830002601   
0601LUA0d       20090101003610100000005000 0000093970002601   
0601LUA0d       20090101003615100000005000 0000094120002602   
0601LUA0d       20090101003620100000005000 0000094300002603   
0601LUA0d       20090101003625100000005000 0000094440002603   
0601LUA0d       20090101003630100000005000 0000094590002604   
0601LUA0d       20090101003635100000005000 0000094770002605   
0601LUA0d       20090101003640100000005000 0000094910002606   
0601LUA0d       20090101003645100000005000 0000095060002606   
0601LUA0d       20090101003650100000005000 0000095240002608   
0601LUA0d       20090101003655100000005000 0000095380002608   
0601LUA0d       20090101003660100000005000 0000095560002609   
0601LUA0d       20090101003665100000005000 0000095710002610   
0601LUA0d       20090101003670100000005000 0000095850002610   
0601LUA0d       20090101003675100000005000 0000096030002611   
