00GL               20090106                                                                                   
0601GLB7d       20090101000260100000005000 0700000104000038   
0601GLB7d       20090101000265100000005000 0700000104000037   
0601GLB7d       20090101000270100000005000 0700000104000037   
0601GLB7d       20090101000275100000005000 0700000104000036   
0601GLB7d       20090101000280100000005000 0700000104000035   
0601GLB7d       20090101000285100000005000 0700000104000035   
0601GLB7d       20090101000290100000005000 0700000104000034   
0601GLB7d       20090101000295100000005000 0700000104000034   
0601GLB7d       20090101000300100000005000 0700000104000033   
0601GLB7d       20090101000305100000005000 0700000104000033   
0601GLB7d       20090101000310100000005000 0700000104000032   
0601GLB7d       20090101000315100000005000 0700000104000031   
0601GLB7d       20090101000320100000005000 0700000104000031   
0601GLB7d       20090101000325100000005000 0700000104000031   
0601GLB7d       20090101000330100000005000 0700000104000030   
0601GLB7d       20090101000335100000005000 0700000104000030   
0601GLB7d       20090101000340100000005000 0700000104000029   
0601GLB7d       20090101000345100000005000 0700000104000029   
0601GLB7d       20090101000350100000005000 0700000104000028   
0601GLB7d       20090101000355100000005000 0700000104000028   
0601GLB7d       20090101000360100000005000 0700000104000028   
0601GLB7d       20090101000365100000005000 0700000104000027   
0601GLB7d       20090101000370100000005000 0700000104000027   
0601GLB7d       20090101000375100000005000 0700000104000026   
0601GLB7d       20090101000380100000005000 0700000104000026   
0601GLB7d       20090101000385100000005000 0700000104000026   
0601GLB7d       20090101000390100000005000 0700000104000025   
0601GLB7d       20090101000395100000005000 0700000104000025   
0601GLB7d       20090101000400100000005000 0700000104000025   
0601GLB7d       20090101000405100000005000 0700000104000025   
0601GLB7d       20090101000410100000005000 0700000104000024   
0601GLB7d       20090101000415100000005000 0700000104000024   
0601GLB7d       20090101000420100000005000 0700000104000024   
0601GLB7d       20090101000425100000005000 0700000104000023   
0601GLB7d       20090101000430100000005000 0700000104000023   
0601GLB7d       20090101000435100000005000 0700000104000023   
0601GLB7d       20090101000440100000005000 0700000104000023   
0601GLB7d       20090101000445100000005000 0700000104000022   
0601GLB7d       20090101000450100000005000 0700000104000022   
0601GLB7d       20090101000455100000005000 0700000104000022   
0601GLB7d       20090101000460100000005000 0700000104000022   
0601GLB7d       20090101000465100000005000 0700000104000021   
0601GLB7d       20090101000470100000005000 0700000104000021   
0601GLB7d       20090101000475100000005000 0700000104000021   
0601GLB7d       20090101000480100000005000 0700000104000021   
0601GLB7d       20090101000485100000005000 0700000104000021   
0601GLB7d       20090101000490100000005000 0700000104000020   
0601GLB7d       20090101000495100000005000 0700000104000020   
0601GLB7d       20090101000500100000005000 0700000104000020   
0601GLB7d       20090101000505100000005000 0700000104000020   
0601GLB7d       20090101000510100000005000 0700000104000020   
0601GLB7d       20090101000515100000005000 0700000104000019   
0601GLB7d       20090101000520100000005000 0700000104000019   
0601GLB7d       20090101000525100000005000 0700000104000019   
0601GLB7d       20090101000530100000005000 0700000104000019   
0601GLB7d       20090101000535100000005000 0700000104000019   
0601GLB7d       20090101000540100000005000 0700000104000018   
0601GLB7d       20090101000545100000005000 0700000104000018   
0601GLB7d       20090101000550100000005000 0700000104000018   
0601GLB7d       20090101000555100000005000 0700000104000018   
0601GLB7d       20090101000560100000005000 0700000104000018   
0601GLB7d       20090101000565100000005000 0700000104000018   
0601GLB7d       20090101000570100000005000 0700000104000017   
0601GLB7d       20090101000575100000005000 0700000104000017   
0601GLB7d       20090101000580100000005000 0700000104000017   
0601GLB7d       20090101000585100000005000 0700000104000017   
0601GLB7d       20090101000590100000005000 0700000104000017   
0601GLB7d       20090101000595100000005000 0700000104000017   
0601GLB7d       20090101000600100000005000 0700000104000017   
0601GLB7d       20090101000605100000005000 0700000104000016   
0601GLB7d       20090101000610100000005000 0700000104000016   
0601GLB7d       20090101000615100000005000 0700000104000016   
0601GLB7d       20090101000620100000005000 0700000104000016   
0601GLB7d       20090101000625100000005000 0700000104000016   
0601GLB7d       20090101000630100000005000 0700000104000016   
0601GLB7d       20090101000635100000005000 0700000104000016   
0601GLB7d       20090101000640100000005000 0700000104000016   
0601GLB7d       20090101000645100000005000 0700000104000015   
0601GLB7d       20090101000650100000005000 0700000104000015   
0601GLB7d       20090101000655100000005000 0700000104000015   
0601GLB7d       20090101000660100000005000 0700000104000015   
0601GLB7d       20090101000665100000005000 0700000104000015   
0601GLB7d       20090101000670100000005000 0700000104000015   
0601GLB7d       20090101000675100000005000 0700000104000015   
0601GLB7d       20090101000680100000005000 0700000112000016   
0601GLB7d       20090101000685100000005000 0700000150500022   
0601GLB7d       20090101000690100000005000 0700000182000026   
0601GLB7d       20090101000695100000005000 0700000220500032   
0601GLB7d       20090101000700100000005000 0700000259500037   
0601GLB7d       20090101000705100000005000 0700000298000042   
0601GLB7d       20090101000710100000005000 0700000329000046   
0601GLB7d       20090101000715100000005000 0700000368000052   
0601GLB7d       20090101000720100000005000 0700000407000057   
0601GLB7d       20090101000725100000005000 0700000445500062   
0601GLB7d       20090101000730100000005000 0700000476500066   
0601GLB7d       20090101000735100000005000 0700000522500071   
0601GLB7d       20090101000740100000005000 0700000573500077   
0601GLB7d       20090101000745100000005000 0700000624500083   
0601GLB7d       20090101000750100000005000 0700000665000089   
0601GLB7d       20090101000755100000005000 0700000716000095   
0601GLB7d       20090101000760100000005000 0700000767000101   
0601GLB7d       20090101000765100000005000 0700000818000107   
0601GLB7d       20090101000770100000005000 0700000858500111   
0601GLB7d       20090101000775100000005000 0700000909500117   
0601GLB7d       20090101000780100000005000 0700000960500123   
0601GLB7d       20090101000785100000005000 0700001011500128   
0601GLB7d       20090101000790100000005000 0700001052000132   
0601GLB7d       20090101000795100000005000 0700001103000138   
0601GLB7d       20090101000800100000005000 0700001154000143   
0601GLB7d       20090101000805100000005000 0700001205000150   
0601GLB7d       20090101000810100000005000 0700001256000155   
0601GLB7d       20090101000815100000005000 0700001307000160   
0601GLB7d       20090101000820100000005000 0700001357500165   
0601GLB7d       20090101000825100000005000 0700001408500170   
0601GLB7d       20090101000830100000005000 0700001459500175   
0601GLB7d       20090101000835100000005000 0700001510500180   
0601GLB7d       20090101000840100000005000 0700001582000188   
0601GLB7d       20090101000845100000005000 0700001637500194   
0601GLB7d       20090101000850100000005000 0700001692500198   
0601GLB7d       20090101000855100000005000 0700001747500204   
0601GLB7d       20090101000860100000005000 0700001802500209   
0601GLB7d       20090101000865100000005000 0700001857500214   
0601GLB7d       20090101000870100000005000 0700001923500220   
0601GLB7d       20090101000875100000005000 0700001979000226   
0601GLB7d       20090101000880100000005000 0700002034000230   
0601GLB7d       20090101000885100000005000 0700002089000235   
0601GLB7d       20090101000890100000005000 0700002144000240   
0601GLB7d       20090101000895100000005000 0700002199000245   
0601GLB7d       20090101000900100000005000 0700002254000249   
0601GLB7d       20090101000905100000005000 0700002309500255   
0601GLB7d       20090101000910100000005000 0700002364500259   
0601GLB7d       20090101000915100000005000 0700002419500264   
0601GLB7d       20090101000920100000005000 0700002474500268   
0601GLB7d       20090101000925100000005000 0700002529500273   
0601GLB7d       20090101000930100000005000 0700002584500277   
0601GLB7d       20090101000935100000005000 0700002640000282   
0601GLB7d       20090101000940100000005000 0700002695000286   
0601GLB7d       20090101000945100000005000 0700002750000290   
0601GLB7d       20090101000950100000005000 0700002805000295   
0601GLB7d       20090101000955100000005000 0700002860000299   
0601GLB7d       20090101000960100000005000 0700002915000303   
0601GLB7d       20090101000965100000005000 0700002970500307   
0601GLB7d       20090101000970100000005000 0700003025500312   
0601GLB7d       20090101000975100000005000 0700003080500315   
0601GLB7d       20090101000980100000005000 0700003135500320   
0601GLB7d       20090101000985100000005000 0700003190500323   
0601GLB7d       20090101000990100000005000 0700003256500328   
0601GLB7d       20090101000995100000005000 0700003312000332   
0601GLB7d       20090101001000100000005000 0700003367000336   
0601GLB7d       20090101001005100000005000 0700003422000339   
0601GLB7d       20090101001010100000005000 0700003477000344   
0601GLB7d       20090101001015100000005000 0700003532000347   
0601GLB7d       20090101001020100000005000 0700003587000351   
0601GLB7d       20090101001025100000005000 0700003642500354   
0601GLB7d       20090101001030100000005000 0700003701500358   
0601GLB7d       20090101001035100000005000 0700003772500363   
0601GLB7d       20090101001040100000005000 0700003861000370   
0601GLB7d       20090101001045100000005000 0700003949000377   
0601GLB7d       20090101001050100000005000 0700004037500384   
0601GLB7d       20090101001055100000005000 0700004126000391   
0601GLB7d       20090101001060100000005000 0700004232000398   
0601GLB7d       20090101001065100000005000 0700004320000405   
0601GLB7d       20090101001070100000005000 0700004408500411   
0601GLB7d       20090101001075100000005000 0700004497000418   
0601GLB7d       20090101001080100000005000 0700004585000424   
0601GLB7d       20090101001085100000005000 0700004673500429   
0601GLB7d       20090101001090100000005000 0700004779500438   
0601GLB7d       20090101001095100000005000 0700004869500444   
0601GLB7d       20090101001100100000005000 0700004962000450   
0601GLB7d       20090101001105100000005000 0700005054500456   
0601GLB7d       20090101001110100000005000 0700005147000463   
0601GLB7d       20090101001115100000005000 0700005258000471   
0601GLB7d       20090101001120100000005000 0700005350500477   
0601GLB7d       20090101001125100000005000 0700005461500484   
0601GLB7d       20090101001130100000005000 0700005554000490   
0601GLB7d       20090101001135100000005000 0700005646500497   
0601GLB7d       20090101001140100000005000 0700005757500504   
0601GLB7d       20090101001145100000005000 0700005850000510   
