00SG               20081219                                                                                   
0601SGA1d       20090101001390100000005000 0100026710001918   
0601SGA1d       20090101001395100000005000 0100026850001921   
0601SGA1d       20090101001400100000005000 0100027020001927   
0601SGA1d       20090101001405100000005000 0100027170001930   
0601SGA1d       20090101001410100000005000 0100027310001933   
0601SGA1d       20090101001415100000005000 0100027480001939   
0601SGA1d       20090101001420100000005000 0100027630001942   
0601SGA1d       20090101001425100000005000 0100027800001947   
0601SGA1d       20090101001430100000005000 0100027940001950   
0601SGA1d       20090101001435100000005000 0100028080001953   
0601SGA1d       20090101001440100000005000 0100028260001959   
0601SGA1d       20090101001445100000005000 0100028400001962   
0601SGA1d       20090101001450100000005000 0100028540001965   
0601SGA1d       20090101001455100000005000 0100028710001970   
0601SGA1d       20090101001460100000005000 0100028860001973   
0601SGA1d       20090101001465100000005000 0100029000001976   
0601SGA1d       20090101001470100000005000 0100029170001981   
0601SGA1d       20090101001475100000005000 0100029320001984   
0601SGA1d       20090101001480100000005000 0100029490001989   
0601SGA1d       20090101001485100000005000 0100029630001992   
0601SGA1d       20090101001490100000010000 0100000000001992   
0601SGA1d       20090101001500100000500000 0100000000002154   
0601SGA1d       20090101002000100000500000 0100000000002403   
0601SGA1d       20090101002500100007499900 0100000000002486   
0601SGA2d       20090101000000100000115000 0200000030000027   
0601SGA2d       20090101000115100000005000 0200000030000026   
0601SGA2d       20090101000120100000005000 0200000030000024   
0601SGA2d       20090101000125100000005000 0200000030000024   
0601SGA2d       20090101000130100000005000 0200000030000023   
0601SGA2d       20090101000135100000005000 0200000030000022   
0601SGA2d       20090101000140100000005000 0200000030000021   
0601SGA2d       20090101000145100000005000 0200000030000020   
0601SGA2d       20090101000150100000005000 0200000030000020   
0601SGA2d       20090101000155100000005000 0200000030000019   
0601SGA2d       20090101000160100000005000 0200000030000018   
0601SGA2d       20090101000165100000005000 0200000030000018   
0601SGA2d       20090101000170100000005000 0200000030000017   
0601SGA2d       20090101000175100000005000 0200000030000017   
0601SGA2d       20090101000180100000005000 0200000030000016   
0601SGA2d       20090101000185100000005000 0200000030000016   
0601SGA2d       20090101000190100000005000 0200000030000016   
0601SGA2d       20090101000195100000005000 0200000030000015   
0601SGA2d       20090101000200100000005000 0200000030000015   
0601SGA2d       20090101000205100000005000 0200000030000014   
0601SGA2d       20090101000210100000005000 0200000030000014   
0601SGA2d       20090101000215100000005000 0200000030000014   
0601SGA2d       20090101000220100000005000 0200000030000013   
0601SGA2d       20090101000225100000005000 0200000030000013   
0601SGA2d       20090101000230100000005000 0200000030000013   
0601SGA2d       20090101000235100000005000 0200000030000013   
0601SGA2d       20090101000240100000005000 0200000030000012   
0601SGA2d       20090101000245100000005000 0200000030000012   
0601SGA2d       20090101000250100000005000 0200000050000020   
0601SGA2d       20090101000255100000005000 0200000080000031   
0601SGA2d       20090101000260100000005000 0200000120000046   
0601SGA2d       20090101000265100000005000 0200000160000060   
0601SGA2d       20090101000270100000005000 0200000210000077   
0601SGA2d       20090101000275100000005000 0200000260000094   
0601SGA2d       20090101000280100000005000 0200000310000110   
0601SGA2d       20090101000285100000005000 0200000360000125   
0601SGA2d       20090101000290100000005000 0200000420000144   
0601SGA2d       20090101000295100000005000 0200000480000161   
0601SGA2d       20090101000300100000005000 0200000540000179   
0601SGA2d       20090101000305100000005000 0200000590000192   
0601SGA2d       20090101000310100000005000 0200000650000208   
0601SGA2d       20090101000315100000005000 0200000710000224   
0601SGA2d       20090101000320100000005000 0200000770000239   
0601SGA2d       20090101000325100000005000 0200000820000250   
0601SGA2d       20090101000330100000005000 0200000880000265   
0601SGA2d       20090101000335100000005000 0200000940000279   
0601SGA2d       20090101000340100000005000 0200001000000292   
0601SGA2d       20090101000345100000005000 0200001090000314   
0601SGA2d       20090101000350100000005000 0200001150000326   
0601SGA2d       20090101000355100000005000 0200001220000341   
0601SGA2d       20090101000360100000005000 0200001280000353   
0601SGA2d       20090101000365100000005000 0200001350000367   
0601SGA2d       20090101000370100000005000 0200001410000379   
0601SGA2d       20090101000375100000005000 0200001480000392   
0601SGA2d       20090101000380100000005000 0200001550000405   
0601SGA2d       20090101000385100000005000 0200001610000415   
0601SGA2d       20090101000390100000005000 0200001680000428   
0601SGA2d       20090101000395100000005000 0200001740000438   
0601SGA2d       20090101000400100000005000 0200001810000450   
0601SGA2d       20090101000405100000005000 0200001900000466   
0601SGA2d       20090101000410100000005000 0200001970000478   
0601SGA2d       20090101000415100000005000 0200002050000491   
0601SGA2d       20090101000420100000005000 0200002120000502   
0601SGA2d       20090101000425100000005000 0200002200000515   
0601SGA2d       20090101000430100000005000 0200002280000527   
0601SGA2d       20090101000435100000005000 0200002350000537   
0601SGA2d       20090101000440100000005000 0200002430000549   
0601SGA2d       20090101000445100000005000 0200002500000559   
0601SGA2d       20090101000450100000005000 0200002580000570   
0601SGA2d       20090101000455100000005000 0200002650000579   
0601SGA2d       20090101000460100000005000 0200002730000590   
0601SGA2d       20090101000465100000005000 0200002810000601   
0601SGA2d       20090101000470100000005000 0200002880000610   
0601SGA2d       20090101000475100000005000 0200002960000620   
0601SGA2d       20090101000480100000005000 0200003030000628   
0601SGA2d       20090101000485100000005000 0200003110000638   
0601SGA2d       20090101000490100000005000 0200003190000648   
0601SGA2d       20090101000495100000005000 0200003260000655   
0601SGA2d       20090101000500100000005000 0200003350000667   
0601SGA2d       20090101000505100000005000 0200003440000678   
0601SGA2d       20090101000510100000005000 0200003520000687   
0601SGA2d       20090101000515100000005000 0200003610000698   
0601SGA2d       20090101000520100000005000 0200003700000708   
0601SGA2d       20090101000525100000005000 0200003800000720   
0601SGA2d       20090101000530100000005000 0200003890000731   
0601SGA2d       20090101000535100000005000 0200003970000739   
0601SGA2d       20090101000540100000005000 0200004060000748   
0601SGA2d       20090101000545100000005000 0200004150000758   
0601SGA2d       20090101000550100000005000 0200004230000766   
0601SGA2d       20090101000555100000005000 0200004320000775   
0601SGA2d       20090101000560100000005000 0200004410000784   
0601SGA2d       20090101000565100000005000 0200004500000793   
0601SGA2d       20090101000570100000005000 0200004600000803   
0601SGA2d       20090101000575100000005000 0200004690000812   
0601SGA2d       20090101000580100000005000 0200004780000821   
0601SGA2d       20090101000585100000005000 0200004880000831   
0601SGA2d       20090101000590100000005000 0200004970000839   
0601SGA2d       20090101000595100000005000 0200005070000849   
0601SGA2d       20090101000600100000005000 0200005160000856   
0601SGA2d       20090101000605100000005000 0200005260000866   
0601SGA2d       20090101000610100000005000 0200005350000873   
0601SGA2d       20090101000615100000005000 0200005440000881   
0601SGA2d       20090101000620100000005000 0200005540000890   
0601SGA2d       20090101000625100000005000 0200005630000897   
0601SGA2d       20090101000630100000005000 0200005720000904   
0601SGA2d       20090101000635100000005000 0200005820000913   
0601SGA2d       20090101000640100000005000 0200005930000923   
0601SGA2d       20090101000645100000005000 0200006030000931   
0601SGA2d       20090101000650100000005000 0200006120000938   
0601SGA2d       20090101000655100000005000 0200006210000944   
0601SGA2d       20090101000660100000005000 0200006320000954   
0601SGA2d       20090101000665100000005000 0200006420000962   
0601SGA2d       20090101000670100000005000 0200006530000971   
0601SGA2d       20090101000675100000005000 0200006630000979   
0601SGA2d       20090101000680100000005000 0200006740000988   
0601SGA2d       20090101000685100000005000 0200006860000998   
0601SGA2d       20090101000690100000005000 0200006970001006   
0601SGA2d       20090101000695100000005000 0200007070001014   
0601SGA2d       20090101000700100000005000 0200007180001022   
0601SGA2d       20090101000705100000005000 0200007300001032   
0601SGA2d       20090101000710100000005000 0200007410001040   
0601SGA2d       20090101000715100000005000 0200007510001047   
0601SGA2d       20090101000720100000005000 0200007610001053   
0601SGA2d       20090101000725100000005000 0200007710001060   
0601SGA2d       20090101000730100000005000 0200007830001069   
0601SGA2d       20090101000735100000005000 0200007930001075   
0601SGA2d       20090101000740100000005000 0200008030001081   
0601SGA2d       20090101000745100000005000 0200008130001088   
0601SGA2d       20090101000750100000005000 0200008240001095   
0601SGA2d       20090101000755100000005000 0200008350001102   
0601SGA2d       20090101000760100000005000 0200008450001108   
0601SGA2d       20090101000765100000005000 0200008550001114   
0601SGA2d       20090101000770100000005000 0200008650001120   
0601SGA2d       20090101000775100000005000 0200008760001127   
0601SGA2d       20090101000780100000005000 0200008860001132   
0601SGA2d       20090101000785100000005000 0200008970001139   
0601SGA2d       20090101000790100000005000 0200009070001144   
0601SGA2d       20090101000795100000005000 0200009180001151   
0601SGA2d       20090101000800100000005000 0200009280001156   
0601SGA2d       20090101000805100000005000 0200009380001162   
0601SGA2d       20090101000810100000005000 0200009480001167   
0601SGA2d       20090101000815100000005000 0200009580001172   
0601SGA2d       20090101000820100000005000 0200009700001179   
0601SGA2d       20090101000825100000005000 0200009800001184   
0601SGA2d       20090101000830100000005000 0200009900001189   
0601SGA2d       20090101000835100000005000 0200010000001194   
0601SGA2d       20090101000840100000005000 0200010120001201   
0601SGA2d       20090101000845100000005000 0200010220001206   
0601SGA2d       20090101000850100000005000 0200010320001211   
0601SGA2d       20090101000855100000005000 0200010430001216   
0601SGA2d       20090101000860100000005000 0200010550001223   
0601SGA2d       20090101000865100000005000 0200010690001232   
0601SGA2d       20090101000870100000005000 0200010820001240   
