00BE               20081114                                                                                   
0601BEA0d       20090101002675100000005000 0000079080002954   
0601BEA0d       20090101002680100000005000 0000079290002956   
0601BEA0d       20090101002685100000005000 0000079470002957   
0601BEA0d       20090101002690100000005000 0000079650002958   
0601BEA0d       20090101002695100000005000 0000079860002961   
0601BEA0d       20090101002700100000005000 0000080040002962   
0601BEA0d       20090101002705100000005000 0000080220002963   
0601BEA0d       20090101002710100000005000 0000080440002966   
0601BEA0d       20090101002715100000005000 0000080620002967   
0601BEA0d       20090101002720100000005000 0000080830002969   
0601BEA0d       20090101002725100000005000 0000081010002970   
0601BEA0d       20090101002730100000005000 0000081190002971   
0601BEA0d       20090101002735100000005000 0000081400002974   
0601BEA0d       20090101002740100000005000 0000081580002975   
0601BEA0d       20090101002745100000005000 0000081760002976   
0601BEA0d       20090101002750100000005000 0000081980002978   
0601BEA0d       20090101002755100000005000 0000082150002979   
0601BEA0d       20090101002760100000005000 0000082370002982   
0601BEA0d       20090101002765100000005000 0000082550002983   
0601BEA0d       20090101002770100000005000 0000082730002984   
0601BEA0d       20090101002775100000005000 0000082940002986   
0601BEA0d       20090101002780100000005000 0000083120002987   
0601BEA0d       20090101002785100000005000 0000083300002988   
0601BEA0d       20090101002790100000005000 0000083510002991   
0601BEA0d       20090101002795100000005000 0000083690002992   
0601BEA0d       20090101002800100000005000 0000083870002993   
0601BEA0d       20090101002805100000005000 0000084090002995   
0601BEA0d       20090101002810100000005000 0000084270002996   
0601BEA0d       20090101002815100000005000 0000084480002998   
0601BEA0d       20090101002820100000005000 0000084660002999   
0601BEA0d       20090101002825100000005000 0000084840003001   
0601BEA0d       20090101002830100000005000 0000085050003003   
0601BEA0d       20090101002835100000005000 0000085230003004   
0601BEA0d       20090101002840100000005000 0000085410003005   
0601BEA0d       20090101002845100000005000 0000085620003007   
0601BEA0d       20090101002850100000005000 0000085800003008   
0601BEA0d       20090101002855100000005000 0000085980003009   
0601BEA0d       20090101002860100000005000 0000086200003011   
0601BEA0d       20090101002865100000005000 0000086380003012   
0601BEA0d       20090101002870100000005000 0000086590003014   
0601BEA0d       20090101002875100000005000 0000086770003015   
0601BEA0d       20090101002880100000005000 0000086950003016   
0601BEA0d       20090101002885100000005000 0000087160003019   
0601BEA0d       20090101002890100000005000 0000087340003020   
0601BEA0d       20090101002895100000005000 0000087520003021   
0601BEA0d       20090101002900100000005000 0000087740003023   
0601BEA0d       20090101002905100000005000 0000087910003024   
0601BEA0d       20090101002910100000005000 0000088130003026   
0601BEA0d       20090101002915100000005000 0000088310003027   
0601BEA0d       20090101002920100000005000 0000088490003028   
0601BEA0d       20090101002925100000005000 0000088710003030   
0601BEA0d       20090101002930100000005000 0000088890003031   
0601BEA0d       20090101002935100000005000 0000089070003032   
0601BEA0d       20090101002940100000005000 0000089280003034   
0601BEA0d       20090101002945100000005000 0000089470003035   
0601BEA0d       20090101002950100000005000 0000089650003036   
0601BEA0d       20090101002955100000005000 0000089860003038   
0601BEA0d       20090101002960100000005000 0000090040003039   
0601BEA0d       20090101002965100000005000 0000090260003042   
0601BEA0d       20090101002970100000005000 0000090440003043   
0601BEA0d       20090101002975100000005000 0000090620003043   
0601BEA0d       20090101002980100000005000 0000090840003046   
0601BEA0d       20090101002985100000005000 0000091020003047   
0601BEA0d       20090101002990100000005000 0000091200003048   
0601BEA0d       20090101002995100000005000 0000091420003050   
0601BEA0d       20090101003000100000005000 0000091600003051   
0601BEA0d       20090101003005100000005000 0000091820003053   
0601BEA0d       20090101003010100000005000 0000092000003054   
0601BEA0d       20090101003015100000005000 0000092180003055   
0601BEA0d       20090101003020100000005000 0000092400003057   
0601BEA0d       20090101003025100000005000 0000092580003058   
0601BEA0d       20090101003030100000005000 0000092760003059   
0601BEA0d       20090101003035100000005000 0000092970003061   
0601BEA0d       20090101003040100000005000 0000093160003062   
0601BEA0d       20090101003045100000005000 0000093340003063   
0601BEA0d       20090101003050100000005000 0000093550003065   
0601BEA0d       20090101003055100000005000 0000093730003066   
0601BEA0d       20090101003060100000005000 0000093950003068   
0601BEA0d       20090101003065100000005000 0000094130003069   
0601BEA0d       20090101003070100000005000 0000094310003069   
0601BEA0d       20090101003075100000005000 0000094530003072   
0601BEA0d       20090101003080100000005000 0000094710003073   
0601BEA0d       20090101003085100000005000 0000094890003073   
0601BEA0d       20090101003090100000005000 0000095110003076   
0601BEA0d       20090101003095100000005000 0000095290003076   
0601BEA0d       20090101003100100000005000 0000095470003077   
0601BEA0d       20090101003105100000005000 0000095690003079   
0601BEA0d       20090101003110100000005000 0000095870003080   
0601BEA0d       20090101003115100000005000 0000096090003082   
0601BEA0d       20090101003120100000005000 0000096270003083   
0601BEA0d       20090101003125100000005000 0000096450003084   
0601BEA0d       20090101003130100000005000 0000096660003086   
0601BEA0d       20090101003135100000005000 0000096840003087   
0601BEA0d       20090101003140100000005000 0000097030003088   
0601BEA0d       20090101003145100000005000 0000097240003089   
0601BEA0d       20090101003150100000005000 0000097420003090   
0601BEA0d       20090101003155100000005000 0000097640003092   
0601BEA0d       20090101003160100000005000 0000097820003093   
0601BEA0d       20090101003165100000005000 0000098000003094   
0601BEA0d       20090101003170100000005000 0000098220003096   
0601BEA0d       20090101003175100000005000 0000098400003097   
0601BEA0d       20090101003180100000005000 0000098580003098   
0601BEA0d       20090101003185100000005000 0000098800003100   
0601BEA0d       20090101003190100000005000 0000098980003100   
0601BEA0d       20090101003195100000005000 0000099160003101   
0601BEA0d       20090101003200100000005000 0000099380003103   
0601BEA0d       20090101003205100000005000 0000099560003104   
0601BEA0d       20090101003210100000005000 0000099770003106   
0601BEA0d       20090101003215100000005000 0000099960003107   
0601BEA0d       20090101003220100000005000 0000100140003108   
0601BEA0d       20090101003225100000005000 0000100350003109   
0601BEA0d       20090101003230100000005000 0000100530003110   
0601BEA0d       20090101003235100000005000 0000100720003111   
0601BEA0d       20090101003240100000005000 0000100930003113   
0601BEA0d       20090101003245100000005000 0000101110003113   
0601BEA0d       20090101003250100000005000 0000101290003114   
0601BEA0d       20090101003255100000005000 0000101510003116   
0601BEA0d       20090101003260100000005000 0000101690003117   
0601BEA0d       20090101003265100000005000 0000101910003119   
0601BEA0d       20090101003270100000005000 0000102090003120   
0601BEA0d       20090101003275100000005000 0000102270003120   
0601BEA0d       20090101003280100000005000 0000102490003122   
0601BEA0d       20090101003285100000005000 0000102670003123   
0601BEA0d       20090101003290100000005000 0000102850003124   
0601BEA0d       20090101003295100000005000 0000103070003126   
0601BEA0d       20090101003300100000005000 0000103250003126   
0601BEA0d       20090101003305100000005000 0000103460003128   
0601BEA0d       20090101003310100000005000 0000103650003129   
0601BEA0d       20090101003315100000005000 0000103830003130   
0601BEA0d       20090101003320100000005000 0000104040003131   
0601BEA0d       20090101003325100000005000 0000104220003132   
0601BEA0d       20090101003330100000005000 0000104400003133   
0601BEA0d       20090101003335100000005000 0000104620003135   
0601BEA0d       20090101003340100000005000 0000104800003135   
0601BEA0d       20090101003345100000005000 0000104980003136   
0601BEA0d       20090101003350100000005000 0000105200003138   
0601BEA0d       20090101003355100000005000 0000105380003139   
0601BEA0d       20090101003360100000005000 0000105600003141   
0601BEA0d       20090101003365100000005000 0000105780003141   
0601BEA0d       20090101003370100000005000 0000105960003142   
0601BEA0d       20090101003375100000005000 0000106180003144   
0601BEA0d       20090101003380100000005000 0000106360003144   
0601BEA0d       20090101003385100000005000 0000106540003145   
0601BEA0d       20090101003390100000005000 0000106760003147   
0601BEA0d       20090101003395100000005000 0000106940003148   
0601BEA0d       20090101003400100000005000 0000107120003148   
0601BEA0d       20090101003405100000005000 0000107330003150   
0601BEA0d       20090101003410100000005000 0000107520003151   
0601BEA0d       20090101003415100000005000 0000107730003152   
0601BEA0d       20090101003420100000005000 0000107910003153   
0601BEA0d       20090101003425100000005000 0000108090003154   
0601BEA0d       20090101003430100000005000 0000108310003155   
0601BEA0d       20090101003435100000005000 0000108490003156   
0601BEA0d       20090101003440100000005000 0000108670003157   
0601BEA0d       20090101003445100000005000 0000108890003159   
0601BEA0d       20090101003450100000005000 0000109070003159   
0601BEA0d       20090101003455100000005000 0000109290003161   
0601BEA0d       20090101003460100000005000 0000109470003162   
0601BEA0d       20090101003465100000005000 0000109650003162   
0601BEA0d       20090101003470100000005000 0000109870003164   
0601BEA0d       20090101003475100000005000 0000110050003165   
0601BEA0d       20090101003480100000005000 0000110230003165   
0601BEA0d       20090101003485100000005000 0000110450003167   
0601BEA0d       20090101003490100000005000 0000110630003168   
0601BEA0d       20090101003495100000005000 0000110810003168   
0601BEA0d       20090101003500100000005000 0000111020003170   
0601BEA0d       20090101003505100000005000 0000111210003171   
0601BEA0d       20090101003510100000005000 0000111420003172   
0601BEA0d       20090101003515100000005000 0000111600003173   
0601BEA0d       20090101003520100000005000 0000111780003173   
0601BEA0d       20090101003525100000005000 0000112000003175   
0601BEA0d       20090101003530100000005000 0000112180003176   
0601BEA0d       20090101003535100000005000 0000112360003176   
0601BEA0d       20090101003540100000005000 0000112580003178   
0601BEA0d       20090101003545100000005000 0000112760003179   
0601BEA0d       20090101003550100000005000 0000112980003180   
0601BEA0d       20090101003555100000005000 0000113160003181   
0601BEA0d       20090101003560100000005000 0000113340003181   
