00TG               20081204                                                                                   
0601TGB9+       20090101000615100000005000 0900000040000006   
0601TGB9+       20090101000620100000005000 0900000040000006   
0601TGB9+       20090101000625100000005000 0900000040000006   
0601TGB9+       20090101000630100000005000 0900000040000006   
0601TGB9+       20090101000635100000005000 0900000040000006   
0601TGB9+       20090101000640100000005000 0900000040000006   
0601TGB9+       20090101000645100000005000 0900000040000006   
0601TGB9+       20090101000650100000005000 0900000040000006   
0601TGB9+       20090101000655100000005000 0900000040000006   
0601TGB9+       20090101000660100000005000 0900000040000006   
0601TGB9+       20090101000665100000005000 0900000040000006   
0601TGB9+       20090101000670100000005000 0900000040000006   
0601TGB9+       20090101000675100000005000 0900000040000006   
0601TGB9+       20090101000680100000005000 0900000040000006   
0601TGB9+       20090101000685100000005000 0900000040000006   
0601TGB9+       20090101000690100000005000 0900000040000006   
0601TGB9+       20090101000695100000005000 0900000040000006   
0601TGB9+       20090101000700100000005000 0900000040000006   
0601TGB9+       20090101000705100000005000 0900000040000006   
0601TGB9+       20090101000710100000005000 0900000040000006   
0601TGB9+       20090101000715100000005000 0900000040000006   
0601TGB9+       20090101000720100000005000 0900000040000006   
0601TGB9+       20090101000725100000005000 0900000040000005   
0601TGB9+       20090101000730100000005000 0900000040000005   
0601TGB9+       20090101000735100000005000 0900000040000005   
0601TGB9+       20090101000740100000005000 0900000040000005   
0601TGB9+       20090101000745100000005000 0900000040000005   
0601TGB9+       20090101000750100000005000 0900000040000005   
0601TGB9+       20090101000755100000005000 0900000040000005   
0601TGB9+       20090101000760100000005000 0900000040000005   
0601TGB9+       20090101000765100000005000 0900000040000005   
0601TGB9+       20090101000770100000005000 0900000040000005   
0601TGB9+       20090101000775100000005000 0900000040000005   
0601TGB9+       20090101000780100000005000 0900000040000005   
0601TGB9+       20090101000785100000005000 0900000040000005   
0601TGB9+       20090101000790100000005000 0900000040000005   
0601TGB9+       20090101000795100000005000 0900000040000005   
0601TGB9+       20090101000800100000005000 0900000040000005   
0601TGB9+       20090101000805100000005000 0900000040000005   
0601TGB9+       20090101000810100000005000 0900000040000005   
0601TGB9+       20090101000815100000005000 0900000040000005   
0601TGB9+       20090101000820100000005000 0900000040000005   
0601TGB9+       20090101000825100000005000 0900000040000005   
0601TGB9+       20090101000830100000005000 0900000040000005   
0601TGB9+       20090101000835100000005000 0900000040000005   
0601TGB9+       20090101000840100000005000 0900000040000005   
0601TGB9+       20090101000845100000005000 0900000040000005   
0601TGB9+       20090101000850100000005000 0900000040000005   
0601TGB9+       20090101000855100000005000 0900000040000005   
0601TGB9+       20090101000860100000005000 0900000040000005   
0601TGB9+       20090101000865100000005000 0900000040000005   
0601TGB9+       20090101000870100000005000 0900000040000005   
0601TGB9+       20090101000875100000005000 0900000040000005   
0601TGB9+       20090101000880100000005000 0900000040000005   
0601TGB9+       20090101000885100000005000 0900000040000005   
0601TGB9+       20090101000890100000005000 0900000040000004   
0601TGB9+       20090101000895100000005000 0900000040000004   
0601TGB9+       20090101000900100000005000 0900000040000004   
0601TGB9+       20090101000905100000005000 0900000040000004   
0601TGB9+       20090101000910100000005000 0900000040000004   
0601TGB9+       20090101000915100000005000 0900000040000004   
0601TGB9+       20090101000920100000005000 0900000040000004   
0601TGB9+       20090101000925100000005000 0900000040000004   
0601TGB9+       20090101000930100000005000 0900000040000004   
0601TGB9+       20090101000935100000005000 0900000040000004   
0601TGB9+       20090101000940100000005000 0900000040000004   
0601TGB9+       20090101000945100000005000 0900000040000004   
0601TGB9+       20090101000950100000005000 0900000040000004   
0601TGB9+       20090101000955100000005000 0900000040000004   
0601TGB9+       20090101000960100000005000 0900000040000004   
0601TGB9+       20090101000965100000005000 0900000040000004   
0601TGB9+       20090101000970100000005000 0900000040000004   
0601TGB9+       20090101000975100000005000 0900000060000006   
0601TGB9+       20090101000980100000005000 0900000070000007   
0601TGB9+       20090101000985100000005000 0900000070000007   
0601TGB9+       20090101000990100000005000 0900000080000008   
0601TGB9+       20090101000995100000005000 0900000080000008   
0601TGB9+       20090101001000100000005000 0900000080000008   
0601TGB9+       20090101001005100000005000 0900000090000009   
0601TGB9+       20090101001010100000005000 0900000090000009   
0601TGB9+       20090101001015100000005000 0900000100000010   
0601TGB9+       20090101001020100000005000 0900000100000010   
0601TGB9+       20090101001025100000005000 0900000240000023   
0601TGB9+       20090101001030100000005000 0900000270000026   
0601TGB9+       20090101001035100000005000 0900000300000029   
0601TGB9+       20090101001040100000005000 0900000330000032   
0601TGB9+       20090101001045100000005000 0900000360000034   
0601TGB9+       20090101001050100000005000 0900000410000039   
0601TGB9+       20090101001055100000005000 0900000450000043   
0601TGB9+       20090101001060100000005000 0900000510000048   
0601TGB9+       20090101001065100000005000 0900000540000051   
0601TGB9+       20090101001070100000005000 0900000590000055   
0601TGB9+       20090101001075100000005000 0900000640000059   
0601TGB9+       20090101001080100000005000 0900000690000064   
0601TGB9+       20090101001085100000005000 0900000760000070   
0601TGB9+       20090101001090100000005000 0900000800000073   
0601TGB9+       20090101001095100000005000 0900000860000078   
0601TGB9+       20090101001100100000005000 0900000930000084   
0601TGB9+       20090101001105100000005000 0900000990000089   
0601TGB9+       20090101001110100000005000 0900001040000093   
0601TGB9+       20090101001115100000005000 0900001130000101   
0601TGB9+       20090101001120100000005000 0900001180000105   
0601TGB9+       20090101001125100000005000 0900001270000113   
0601TGB9+       20090101001130100000005000 0900001350000119   
0601TGB9+       20090101001135100000005000 0900001430000126   
0601TGB9+       20090101001140100000005000 0900001510000132   
0601TGB9+       20090101001145100000005000 0900001570000137   
0601TGB9+       20090101001150100000005000 0900001650000143   
0601TGB9+       20090101001155100000005000 0900001750000151   
0601TGB9+       20090101001160100000005000 0900001850000159   
0601TGB9+       20090101001165100000005000 0900001920000164   
0601TGB9+       20090101001170100000005000 0900002050000175   
0601TGB9+       20090101001175100000005000 0900002130000181   
0601TGB9+       20090101001180100000005000 0900002230000189   
0601TGB9+       20090101001185100000005000 0900002330000196   
0601TGB9+       20090101001190100000005000 0900002420000203   
0601TGB9+       20090101001195100000005000 0900002530000211   
0601TGB9+       20090101001200100000005000 0900002610000217   
0601TGB9+       20090101001205100000005000 0900002700000224   
0601TGB9+       20090101001210100000005000 0900002810000232   
0601TGB9+       20090101001215100000005000 0900002900000238   
0601TGB9+       20090101001220100000005000 0900003000000245   
0601TGB9+       20090101001225100000005000 0900003110000253   
0601TGB9+       20090101001230100000005000 0900003190000259   
0601TGB9+       20090101001235100000005000 0900003300000267   
0601TGB9+       20090101001240100000005000 0900003400000274   
0601TGB9+       20090101001245100000005000 0900003500000281   
0601TGB9+       20090101001250100000005000 0900003610000288   
0601TGB9+       20090101001255100000005000 0900003720000296   
0601TGB9+       20090101001260100000005000 0900003800000301   
0601TGB9+       20090101001265100000005000 0900003910000308   
0601TGB9+       20090101001270100000005000 0900004010000315   
0601TGB9+       20090101001275100000005000 0900004120000323   
0601TGB9+       20090101001280100000005000 0900004220000329   
0601TGB9+       20090101001285100000005000 0900004300000334   
0601TGB9+       20090101001290100000005000 0900004430000343   
0601TGB9+       20090101001295100000005000 0900004520000348   
0601TGB9+       20090101001300100000005000 0900004640000356   
0601TGB9+       20090101001305100000005000 0900004760000364   
0601TGB9+       20090101001310100000005000 0900004880000372   
0601TGB9+       20090101001315100000005000 0900004970000377   
0601TGB9+       20090101001320100000005000 0900005100000386   
0601TGB9+       20090101001325100000005000 0900005210000392   
0601TGB9+       20090101001330100000005000 0900005340000401   
0601TGB9+       20090101001335100000005000 0900005450000407   
0601TGB9+       20090101001340100000005000 0900005550000413   
0601TGB9+       20090101001345100000005000 0900005690000422   
0601TGB9+       20090101001350100000005000 0900005790000428   
0601TGB9+       20090101001355100000005000 0900005900000435   
0601TGB9+       20090101001360100000005000 0900006030000443   
0601TGB9+       20090101001365100000005000 0900006140000449   
0601TGB9+       20090101001370100000005000 0900006270000457   
0601TGB9+       20090101001375100000005000 0900006370000462   
0601TGB9+       20090101001380100000005000 0900006490000469   
0601TGB9+       20090101001385100000005000 0900006620000477   
0601TGB9+       20090101001390100000005000 0900006740000484   
0601TGB9+       20090101001395100000005000 0900006840000489   
0601TGB9+       20090101001400100000005000 0900006990000498   
0601TGB9+       20090101001405100000005000 0900007090000504   
0601TGB9+       20090101001410100000005000 0900007210000510   
0601TGB9+       20090101001415100000005000 0900007340000518   
0601TGB9+       20090101001420100000005000 0900007450000524   
0601TGB9+       20090101001425100000005000 0900007590000532   
0601TGB9+       20090101001430100000005000 0900007690000537   
0601TGB9+       20090101001435100000005000 0900007800000543   
0601TGB9+       20090101001440100000005000 0900007930000550   
0601TGB9+       20090101001445100000005000 0900008050000556   
0601TGB9+       20090101001450100000005000 0900008170000562   
0601TGB9+       20090101001455100000005000 0900008300000569   
0601TGB9+       20090101001460100000005000 0900008400000574   
0601TGB9+       20090101001465100000005000 0900008510000580   
0601TGB9+       20090101001470100000005000 0900008630000586   
0601TGB9+       20090101001475100000005000 0900008750000592   
0601TGB9+       20090101001480100000005000 0900008870000598   
0601TGB9+       20090101001485100000005000 0900008990000604   
0601TGB9+       20090101001490100000005000 0900009080000608   
0601TGB9+       20090101001495100000005000 0900009210000615   
0601TGB9+       20090101001500100000005000 0900009320000620   
