00ZG               20081202                                                                                   
0601ZGA0d       20090101002580100000005000 0000045340001756   
0601ZGA0d       20090101002585100000005000 0000045450001757   
0601ZGA0d       20090101002590100000005000 0000045570001758   
0601ZGA0d       20090101002595100000005000 0000045680001759   
0601ZGA0d       20090101002600100000005000 0000045790001759   
0601ZGA0d       20090101002605100000005000 0000045910001761   
0601ZGA0d       20090101002610100000005000 0000046020001762   
0601ZGA0d       20090101002615100000005000 0000046130001762   
0601ZGA0d       20090101002620100000005000 0000046250001764   
0601ZGA0d       20090101002625100000005000 0000046360001764   
0601ZGA0d       20090101002630100000005000 0000046470001765   
0601ZGA0d       20090101002635100000005000 0000046590001766   
0601ZGA0d       20090101002640100000005000 0000046700001767   
0601ZGA0d       20090101002645100000005000 0000046820001768   
0601ZGA0d       20090101002650100000005000 0000046930001769   
0601ZGA0d       20090101002655100000005000 0000047040001770   
0601ZGA0d       20090101002660100000005000 0000047160001771   
0601ZGA0d       20090101002665100000005000 0000047270001772   
0601ZGA0d       20090101002670100000005000 0000047380001773   
0601ZGA0d       20090101002675100000005000 0000047500001774   
0601ZGA0d       20090101002680100000005000 0000047610001775   
0601ZGA0d       20090101002685100000005000 0000047720001776   
0601ZGA0d       20090101002690100000005000 0000047840001777   
0601ZGA0d       20090101002695100000005000 0000047950001778   
0601ZGA0d       20090101002700100000005000 0000048060001778   
0601ZGA0d       20090101002705100000005000 0000048180001780   
0601ZGA0d       20090101002710100000005000 0000048290001780   
0601ZGA0d       20090101002715100000005000 0000048400001781   
0601ZGA0d       20090101002720100000005000 0000048520001782   
0601ZGA0d       20090101002725100000005000 0000048630001783   
0601ZGA0d       20090101002730100000005000 0000048740001784   
0601ZGA0d       20090101002735100000005000 0000048860001785   
0601ZGA0d       20090101002740100000005000 0000048970001786   
0601ZGA0d       20090101002745100000005000 0000049080001786   
0601ZGA0d       20090101002750100000005000 0000049200001787   
0601ZGA0d       20090101002755100000005000 0000049310001788   
0601ZGA0d       20090101002760100000005000 0000049420001789   
0601ZGA0d       20090101002765100000005000 0000049540001790   
0601ZGA0d       20090101002770100000005000 0000049650001791   
0601ZGA0d       20090101002775100000005000 0000049760001792   
0601ZGA0d       20090101002780100000005000 0000049880001793   
0601ZGA0d       20090101002785100000005000 0000049990001793   
0601ZGA0d       20090101002790100000005000 0000050100001794   
0601ZGA0d       20090101002795100000005000 0000050220001795   
0601ZGA0d       20090101002800100000005000 0000050330001796   
0601ZGA0d       20090101002805100000005000 0000050440001797   
0601ZGA0d       20090101002810100000005000 0000050560001798   
0601ZGA0d       20090101002815100000005000 0000050670001798   
0601ZGA0d       20090101002820100000005000 0000050780001799   
0601ZGA0d       20090101002825100000005000 0000050900001800   
0601ZGA0d       20090101002830100000005000 0000051010001801   
0601ZGA0d       20090101002835100000005000 0000051130001802   
0601ZGA0d       20090101002840100000005000 0000051240001803   
0601ZGA0d       20090101002845100000005000 0000051350001803   
0601ZGA0d       20090101002850100000005000 0000051470001804   
0601ZGA0d       20090101002855100000005000 0000051580001805   
0601ZGA0d       20090101002860100000005000 0000051690001806   
0601ZGA0d       20090101002865100000005000 0000051810001807   
0601ZGA0d       20090101002870100000005000 0000051920001807   
0601ZGA0d       20090101002875100000005000 0000052030001808   
0601ZGA0d       20090101002880100000005000 0000052150001809   
0601ZGA0d       20090101002885100000005000 0000052260001810   
0601ZGA0d       20090101002890100000005000 0000052370001811   
0601ZGA0d       20090101002895100000005000 0000052490001812   
0601ZGA0d       20090101002900100000005000 0000052600001812   
0601ZGA0d       20090101002905100000005000 0000052710001813   
0601ZGA0d       20090101002910100000005000 0000052830001814   
0601ZGA0d       20090101002915100000005000 0000052940001815   
0601ZGA0d       20090101002920100000005000 0000053050001815   
0601ZGA0d       20090101002925100000005000 0000053170001816   
0601ZGA0d       20090101002930100000005000 0000053280001817   
0601ZGA0d       20090101002935100000005000 0000053390001818   
0601ZGA0d       20090101002940100000005000 0000053510001819   
0601ZGA0d       20090101002945100000005000 0000053620001819   
0601ZGA0d       20090101002950100000005000 0000053730001820   
0601ZGA0d       20090101002955100000005000 0000053850001821   
0601ZGA0d       20090101002960100000005000 0000053960001821   
0601ZGA0d       20090101002965100000005000 0000054070001822   
0601ZGA0d       20090101002970100000005000 0000054190001823   
0601ZGA0d       20090101002975100000005000 0000054300001824   
0601ZGA0d       20090101002980100000005000 0000054410001824   
0601ZGA0d       20090101002985100000005000 0000054530001825   
0601ZGA0d       20090101002990100000005000 0000054640001826   
0601ZGA0d       20090101002995100000005000 0000054750001827   
0601ZGA0d       20090101003000100000005000 0000054870001827   
0601ZGA0d       20090101003005100000005000 0000054980001828   
0601ZGA0d       20090101003010100000005000 0000055100001829   
0601ZGA0d       20090101003015100000005000 0000055210001830   
0601ZGA0d       20090101003020100000005000 0000055320001830   
0601ZGA0d       20090101003025100000005000 0000055440001831   
0601ZGA0d       20090101003030100000005000 0000055550001832   
0601ZGA0d       20090101003035100000005000 0000055660001832   
0601ZGA0d       20090101003040100000005000 0000055780001833   
0601ZGA0d       20090101003045100000005000 0000055890001834   
0601ZGA0d       20090101003050100000005000 0000056000001835   
0601ZGA0d       20090101003055100000005000 0000056120001835   
0601ZGA0d       20090101003060100000005000 0000056230001836   
0601ZGA0d       20090101003065100000005000 0000056340001837   
0601ZGA0d       20090101003070100000005000 0000056460001838   
0601ZGA0d       20090101003075100000005000 0000056570001838   
0601ZGA0d       20090101003080100000005000 0000056680001839   
0601ZGA0d       20090101003085100000005000 0000056800001840   
0601ZGA0d       20090101003090100000005000 0000056910001840   
0601ZGA0d       20090101003095100000005000 0000057020001841   
0601ZGA0d       20090101003100100000005000 0000057140001842   
0601ZGA0d       20090101003105100000005000 0000057250001842   
0601ZGA0d       20090101003110100000005000 0000057360001843   
0601ZGA0d       20090101003115100000005000 0000057480001844   
0601ZGA0d       20090101003120100000005000 0000057590001844   
0601ZGA0d       20090101003125100000005000 0000057700001845   
0601ZGA0d       20090101003130100000005000 0000057820001846   
0601ZGA0d       20090101003135100000005000 0000057930001846   
0601ZGA0d       20090101003140100000005000 0000058040001847   
0601ZGA0d       20090101003145100000005000 0000058160001848   
0601ZGA0d       20090101003150100000005000 0000058270001848   
0601ZGA0d       20090101003155100000005000 0000058380001849   
0601ZGA0d       20090101003160100000005000 0000058500001850   
0601ZGA0d       20090101003165100000005000 0000058610001850   
0601ZGA0d       20090101003170100000005000 0000058720001851   
0601ZGA0d       20090101003175100000005000 0000058840001852   
0601ZGA0d       20090101003180100000005000 0000058950001852   
0601ZGA0d       20090101003185100000005000 0000059060001853   
0601ZGA0d       20090101003190100000005000 0000059180001854   
0601ZGA0d       20090101003195100000005000 0000059290001854   
0601ZGA0d       20090101003200100000005000 0000059410001855   
0601ZGA0d       20090101003205100000005000 0000059520001856   
0601ZGA0d       20090101003210100000005000 0000059630001856   
0601ZGA0d       20090101003215100000005000 0000059750001857   
0601ZGA0d       20090101003220100000005000 0000059860001858   
0601ZGA0d       20090101003225100000005000 0000059970001858   
0601ZGA0d       20090101003230100000005000 0000060090001859   
0601ZGA0d       20090101003235100000005000 0000060200001859   
0601ZGA0d       20090101003240100000005000 0000060310001860   
0601ZGA0d       20090101003245100000005000 0000060430001861   
0601ZGA0d       20090101003250100000005000 0000060540001861   
0601ZGA0d       20090101003255100000005000 0000060650001862   
0601ZGA0d       20090101003260100000005000 0000060770001863   
0601ZGA0d       20090101003265100000005000 0000060880001863   
0601ZGA0d       20090101003270100000005000 0000060990001864   
0601ZGA0d       20090101003275100000005000 0000061110001865   
0601ZGA0d       20090101003280100000005000 0000061220001865   
0601ZGA0d       20090101003285100000005000 0000061330001866   
0601ZGA0d       20090101003290100000005000 0000061450001866   
0601ZGA0d       20090101003295100000005000 0000061560001867   
0601ZGA0d       20090101003300100000005000 0000061670001867   
0601ZGA0d       20090101003305100000005000 0000061790001868   
0601ZGA0d       20090101003310100000005000 0000061900001869   
0601ZGA0d       20090101003315100000005000 0000062010001869   
0601ZGA0d       20090101003320100000005000 0000062130001870   
0601ZGA0d       20090101003325100000005000 0000062240001870   
0601ZGA0d       20090101003330100000005000 0000062350001871   
0601ZGA0d       20090101003335100000005000 0000062470001872   
0601ZGA0d       20090101003340100000005000 0000062580001872   
0601ZGA0d       20090101003345100000005000 0000062690001873   
0601ZGA0d       20090101003350100000005000 0000062810001874   
0601ZGA0d       20090101003355100000005000 0000062920001874   
0601ZGA0d       20090101003360100000005000 0000063030001874   
0601ZGA0d       20090101003365100000005000 0000063150001875   
0601ZGA0d       20090101003370100000005000 0000063260001876   
0601ZGA0d       20090101003375100000005000 0000063370001876   
0601ZGA0d       20090101003380100000005000 0000063490001877   
0601ZGA0d       20090101003385100000005000 0000063600001877   
0601ZGA0d       20090101003390100000005000 0000063720001878   
0601ZGA0d       20090101003395100000005000 0000063830001879   
0601ZGA0d       20090101003400100000005000 0000063940001879   
0601ZGA0d       20090101003405100000005000 0000064060001880   
0601ZGA0d       20090101003410100000005000 0000064170001880   
0601ZGA0d       20090101003415100000005000 0000064280001881   
0601ZGA0d       20090101003420100000005000 0000064400001882   
0601ZGA0d       20090101003425100000005000 0000064510001882   
0601ZGA0d       20090101003430100000005000 0000064620001883   
0601ZGA0d       20090101003435100000005000 0000064740001883   
0601ZGA0d       20090101003440100000005000 0000064850001884   
0601ZGA0d       20090101003445100000005000 0000064960001884   
0601ZGA0d       20090101003450100000005000 0000065080001885   
0601ZGA0d       20090101003455100000005000 0000065190001885   
0601ZGA0d       20090101003460100000005000 0000065300001886   
0601ZGA0d       20090101003465100000005000 0000065420001887   
0601ZGA0d       20090101003470100000005000 0000065530001887   
0601ZGA0d       20090101003475100000005000 0000065640001888   
0601ZGA0d       20090101003480100000005000 0000065760001888   
0601ZGA0d       20090101003485100000005000 0000065870001889   
0601ZGA0d       20090101003490100000005000 0000065980001889   
0601ZGA0d       20090101003495100000005000 0000066100001890   
0601ZGA0d       20090101003500100000005000 0000066210001890   
0601ZGA0d       20090101003505100000005000 0000066320001891   
0601ZGA0d       20090101003510100000005000 0000066440001892   
0601ZGA0d       20090101003515100000005000 0000066550001892   
0601ZGA0d       20090101003520100000005000 0000066660001892   
0601ZGA0d       20090101003525100000005000 0000066780001893   
0601ZGA0d       20090101003530100000005000 0000066890001894   
0601ZGA0d       20090101003535100000005000 0000067000001894   
0601ZGA0d       20090101003540100000005000 0000067120001895   
0601ZGA0d       20090101003545100000005000 0000067230001895   
0601ZGA0d       20090101003550100000005000 0000067340001896   
0601ZGA0d       20090101003555100000005000 0000067460001896   
0601ZGA0d       20090101003560100000005000 0000067570001897   
